>H2AB1-201_Adig_Acropora_digitifera_15612	55	327	Adig_Acropora_digitifera_15612
>H2AB1-201_Ahya_Acropora_hyacinthus_4631	40	312	Ahya_Acropora_hyacinthus_4631
>H2AB1-201_Amil_Acropora_millepora_12982	40	312	Amil_Acropora_millepora_12982
>H2AB1-201_Apal_XM_021037918.2	212	484	Apal_XM_021037918.2
>H2AB1-201_Apoc_chromosome_13.888_1	82	363	Apoc_chromosome_13.888_1
>H2AB1-201_Aque_XM_003383990.3	151	417	Aque_XM_003383990.3
>H2AB1-201_Cgig_G27649.7	46	312	Cgig_G27649.7
>H2AB1-201_Emue_Em0007g217a.t1	46	312	Emue_Em0007g217a.t1
>H2AB1-201_Gasp_gasp1.m3.3328.m1	40	312	Gasp_gasp1.m3.3328.m1
>H2AB1-201_Gfas_gfas1.m1.2541.m1	40	312	Gfas_gfas1.m1.2541.m1
>H2AB1-201_Hsal_ENA_GHBP01015790_GHBP01015790.1	103	369	Hsal_ENA_GHBP01015790_GHBP01015790.1
>H2AB1-201_Kiwa_ENA_GBGI01021681_GBGI01021681.1	71	337	Kiwa_ENA_GBGI01021681_GBGI01021681.1
>H2AB1-201_Msqu_ENA_GHBR01005709_GHBR01005709.1	117	374	Msqu_ENA_GHBR01005709_GHBR01005709.1
>H2AB1-201_Nvec_XM_001623180.2	61	327	Nvec_XM_001623180.2
>H2AB1-201_Pbac_AVPN01001317.1	11157	10885	Pbac_AVPN01001317.1
>H2AB1-201_Pdam_Pocillopora_damicornis_6820	76	348	Pdam_Pocillopora_damicornis_6820
>H2AB1-201_Plut_plut2.m8.16524.m1	40	312	Plut_plut2.m8.16524.m1
>H2AB1-201_Prus_24476_t	40	312	Prus_24476_t
>H2AB1-201_Pver_TRINITY_DN29472_c0_g2_i1	338	66	Pver_TRINITY_DN29472_c0_g2_i1
>H2AB1-201_Spis_Stylophora_pistillata_3430	40	312	Spis_Stylophora_pistillata_3430
>H2AB2-201_Adig_Acropora_digitifera_15612	55	327	Adig_Acropora_digitifera_15612
>H2AB2-201_Ahya_Acropora_hyacinthus_4631	40	312	Ahya_Acropora_hyacinthus_4631
>H2AB2-201_Amil_Acropora_millepora_12982	40	312	Amil_Acropora_millepora_12982
>H2AB2-201_Apal_XM_021037918.2	212	484	Apal_XM_021037918.2
>H2AB2-201_Apoc_chromosome_13.888_1	82	363	Apoc_chromosome_13.888_1
>H2AB2-201_Aque_XM_003383990.3	151	417	Aque_XM_003383990.3
>H2AB2-201_Cgig_G27649.7	46	312	Cgig_G27649.7
>H2AB2-201_Emue_Em0007g209a.t1	46	312	Emue_Em0007g209a.t1
>H2AB2-201_Gasp_gasp1.m3.3328.m1	40	312	Gasp_gasp1.m3.3328.m1
>H2AB2-201_Gfas_gfas1.m1.2541.m1	40	312	Gfas_gfas1.m1.2541.m1
>H2AB2-201_Hsal_ENA_GHBP01015790_GHBP01015790.1	103	369	Hsal_ENA_GHBP01015790_GHBP01015790.1
>H2AB2-201_Kiwa_ENA_GBGI01021681_GBGI01021681.1	71	337	Kiwa_ENA_GBGI01021681_GBGI01021681.1
>H2AB2-201_Msqu_ENA_GHBR01005709_GHBR01005709.1	117	374	Msqu_ENA_GHBR01005709_GHBR01005709.1
>H2AB2-201_Nvec_XM_001623180.2	61	327	Nvec_XM_001623180.2
>H2AB2-201_Pbac_AVPN01001317.1	11157	10885	Pbac_AVPN01001317.1
>H2AB2-201_Pdam_Pocillopora_damicornis_6820	76	348	Pdam_Pocillopora_damicornis_6820
>H2AB2-201_Plut_plut2.m8.16524.m1	40	312	Plut_plut2.m8.16524.m1
>H2AB2-201_Prus_24476_t	40	312	Prus_24476_t
>H2AB2-201_Pver_TRINITY_DN29472_c0_g2_i1	338	66	Pver_TRINITY_DN29472_c0_g2_i1
>H2AB2-201_Spis_Stylophora_pistillata_3430	40	312	Spis_Stylophora_pistillata_3430
>H2AB3-201_Adig_Acropora_digitifera_15612	55	327	Adig_Acropora_digitifera_15612
>H2AB3-201_Ahya_Acropora_hyacinthus_4631	40	312	Ahya_Acropora_hyacinthus_4631
>H2AB3-201_Amil_Acropora_millepora_12982	40	312	Amil_Acropora_millepora_12982
>H2AB3-201_Apal_XM_021037918.2	212	484	Apal_XM_021037918.2
>H2AB3-201_Apoc_chromosome_13.888_1	82	363	Apoc_chromosome_13.888_1
>H2AB3-201_Aque_XM_003383990.3	151	417	Aque_XM_003383990.3
>H2AB3-201_Cgig_G27649.7	46	312	Cgig_G27649.7
>H2AB3-201_Emue_Em0007g209a.t1	46	312	Emue_Em0007g209a.t1
>H2AB3-201_Gasp_gasp1.m3.3328.m1	40	312	Gasp_gasp1.m3.3328.m1
>H2AB3-201_Gfas_gfas1.m1.2541.m1	40	312	Gfas_gfas1.m1.2541.m1
>H2AB3-201_Hsal_ENA_GHBP01015790_GHBP01015790.1	103	369	Hsal_ENA_GHBP01015790_GHBP01015790.1
>H2AB3-201_Kiwa_ENA_GBGI01021681_GBGI01021681.1	71	337	Kiwa_ENA_GBGI01021681_GBGI01021681.1
>H2AB3-201_Msqu_ENA_GHBR01005709_GHBR01005709.1	117	374	Msqu_ENA_GHBR01005709_GHBR01005709.1
>H2AB3-201_Nvec_XM_001623180.2	61	327	Nvec_XM_001623180.2
>H2AB3-201_Pbac_AVPN01001317.1	11157	10885	Pbac_AVPN01001317.1
>H2AB3-201_Pdam_Pocillopora_damicornis_6820	76	348	Pdam_Pocillopora_damicornis_6820
>H2AB3-201_Plut_plut2.m8.16524.m1	40	312	Plut_plut2.m8.16524.m1
>H2AB3-201_Prus_24476_t	40	312	Prus_24476_t
>H2AB3-201_Pver_TRINITY_DN29472_c0_g2_i1	338	66	Pver_TRINITY_DN29472_c0_g2_i1
>H2AB3-201_Spis_Stylophora_pistillata_3430	40	312	Spis_Stylophora_pistillata_3430
>H2AJ-201_Adig_Acropora_digitifera_15612	16	396	Adig_Acropora_digitifera_15612
>H2AJ-201_Ahya_Acropora_hyacinthus_4631	1	381	Ahya_Acropora_hyacinthus_4631
>H2AJ-201_Amil_Acropora_millepora_12982	1	381	Amil_Acropora_millepora_12982
>H2AJ-201_Apal_XM_021041140.2	41	415	Apal_XM_021041140.2
