Kat1-Hat1-201,Adig_Acropora_digitifera_272,48.130,401,201,2,15,414,22,1206,1.52e-131,383
Kat2a-202,Adig_Acropora_digitifera_2553,61.252,511,187,2,325,824,4,1536,0.0,627
Kat2a-202,Adig_Acropora_digitifera_2414,66.957,230,75,1,89,317,157,846,6.29e-109,334
Kat2a-202,Adig_Acropora_digitifera_10903,47.423,97,51,0,727,823,5020,5310,5.45e-21,98.2
Kat2a-202,Adig_Acropora_digitifera_2512,43.434,99,56,0,726,824,466,762,1.00e-18,90.5
Kat2a-202,Adig_Acropora_digitifera_7594,36.957,92,58,0,733,824,691,966,9.01e-15,75.5
Kat2a-202,Adig_Acropora_digitifera_13676,35.644,101,65,0,727,827,2953,3255,1.06e-13,74.3
Kat2a-202,Adig_Acropora_digitifera_9555,40.000,100,54,1,733,826,4831,5130,1.92e-13,73.6
Kat2a-202,Adig_Acropora_digitifera_13777,38.043,92,57,0,733,824,3178,3453,4.82e-13,72.4
Kat2a-202,Adig_Acropora_digitifera_15,34.375,96,63,0,730,825,1366,1653,2.51e-12,69.7
Kat2a-202,Adig_Acropora_digitifera_15,30.337,89,62,0,726,814,988,1254,5.76e-09,58.9
Kat2a-202,Adig_Acropora_digitifera_12209,35.366,82,51,1,743,822,1129,1374,3.31e-11,66.2
Kat2a-202,Adig_Acropora_digitifera_12209,31.000,100,67,1,725,822,277,576,7.26e-10,61.6
Kat2a-202,Adig_Acropora_digitifera_15293,35.955,89,57,0,726,814,1888,2154,4.37e-10,62.8
Kat2a-202,Adig_Acropora_digitifera_10904,44.643,56,31,0,768,823,396,229,2.41e-08,52.4
Kat2a-202,Adig_Acropora_digitifera_213,35.065,77,49,1,742,818,2992,3219,1.07e-07,54.7
Kat2a-202,Adig_Acropora_digitifera_4272,42.105,57,33,0,746,802,3079,3249,4.89e-07,52.8
Kat2a-202,Adig_Acropora_digitifera_2644,32.632,95,60,2,733,824,2410,2691,5.30e-07,52.4
Kat2a-202,Adig_Acropora_digitifera_7536,39.130,69,42,0,733,801,4003,4209,6.01e-07,52.4
Kat2a-202,Adig_Acropora_digitifera_7536,36.111,72,46,0,743,814,3511,3726,1.20e-06,51.6
Kat2a-202,Adig_Acropora_digitifera_13498,36.232,69,44,0,756,824,748,954,1.50e-06,51.2
Kat2b-201,Adig_Acropora_digitifera_2553,62.548,518,177,5,301,807,1,1536,0.0,619
Kat2b-201,Adig_Acropora_digitifera_2414,63.598,239,86,1,56,294,133,846,5.30e-107,328
Kat2b-201,Adig_Acropora_digitifera_10903,41.237,97,57,0,710,806,5020,5310,1.47e-20,96.7
Kat2b-201,Adig_Acropora_digitifera_2512,44.554,101,56,0,707,807,460,762,9.81e-20,94.0
Kat2b-201,Adig_Acropora_digitifera_13676,33.663,101,67,0,710,810,2953,3255,9.12e-15,77.8
Kat2b-201,Adig_Acropora_digitifera_13777,38.043,92,57,0,716,807,3178,3453,1.81e-13,73.6
Kat2b-201,Adig_Acropora_digitifera_9555,41.860,86,50,0,716,801,4831,5088,2.04e-13,73.6
Kat2b-201,Adig_Acropora_digitifera_7594,32.609,92,62,0,716,807,691,966,4.48e-13,70.5
Kat2b-201,Adig_Acropora_digitifera_12209,37.255,102,54,5,715,807,1087,1389,3.35e-11,65.9
Kat2b-201,Adig_Acropora_digitifera_12209,32.000,100,66,1,708,805,277,576,3.85e-11,65.9
Kat2b-201,Adig_Acropora_digitifera_213,38.158,76,46,1,726,801,2995,3219,8.87e-10,61.6
Kat2b-201,Adig_Acropora_digitifera_15,28.846,104,73,1,705,807,1339,1650,2.13e-09,60.1
Kat2b-201,Adig_Acropora_digitifera_15,33.721,86,57,0,709,794,988,1245,4.29e-09,59.3
Kat2b-201,Adig_Acropora_digitifera_10904,39.286,56,34,0,751,806,396,229,5.02e-09,54.3
Kat2b-201,Adig_Acropora_digitifera_15293,39.394,66,40,0,729,794,1948,2145,7.50e-09,58.5
Kat2b-201,Adig_Acropora_digitifera_7536,34.066,91,59,1,716,805,4003,4275,1.21e-08,58.2
Kat2b-201,Adig_Acropora_digitifera_7536,31.034,87,60,0,726,812,3511,3771,2.03e-06,50.8
Kat2b-201,Adig_Acropora_digitifera_2644,34.737,95,58,2,716,807,2410,2691,7.02e-08,55.5
Kat2b-201,Adig_Acropora_digitifera_6038,29.670,91,64,0,716,806,745,1017,1.12e-07,53.9
Kat2b-201,Adig_Acropora_digitifera_13498,37.662,77,48,0,735,811,736,966,4.93e-07,52.8
Kat2b-201,Adig_Acropora_digitifera_13498,34.247,73,48,0,735,807,2230,2448,6.07e-06,49.3
Kat2b-201,Adig_Acropora_digitifera_1787,32.941,85,57,0,713,797,517,771,6.28e-07,52.0
Kat2b-201,Adig_Acropora_digitifera_4272,40.351,57,34,0,729,785,3079,3249,1.69e-06,50.8
Kat3A-Crebbp-201,Adig_Acropora_digitifera_13050,65.680,676,221,6,1080,1751,1171,3177,0.0,929
Kat3A-Crebbp-201,Adig_Acropora_digitifera_13050,65.289,121,35,4,551,667,28,381,1.26e-34,144
Kat3A-Crebbp-201,Adig_Acropora_digitifera_14306,71.200,125,32,2,338,460,844,1212,7.10e-45,169
Kat3A-Crebbp-201,Adig_Acropora_digitifera_13051,71.739,46,13,0,1799,1844,1,138,4.56e-17,83.6
Kat3A-Crebbp-201,Adig_Acropora_digitifera_12209,37.288,118,73,1,1073,1190,226,576,2.76e-16,84.7
Kat3A-Crebbp-201,Adig_Acropora_digitifera_12209,42.500,80,46,0,1111,1190,1135,1374,3.15e-13,74.7
Kat3A-Crebbp-201,Adig_Acropora_digitifera_7536,40.909,88,49,2,1108,1194,4030,4287,4.08e-12,71.2
Kat3A-Crebbp-201,Adig_Acropora_digitifera_7594,42.045,88,48,2,1099,1186,694,948,3.10e-11,66.6
Kat3A-Crebbp-201,Adig_Acropora_digitifera_2512,32.353,102,66,2,1089,1190,460,756,2.04e-09,62.4
Kat3A-Crebbp-201,Adig_Acropora_digitifera_213,31.461,89,59,1,1112,1200,3001,3261,2.09e-09,62.4
Kat3A-Crebbp-201,Adig_Acropora_digitifera_9555,41.975,81,45,1,1108,1188,4858,5094,8.40e-09,60.5
Kat3A-Crebbp-201,Adig_Acropora_digitifera_15,32.609,92,53,2,1095,1179,1363,1632,4.15e-08,57.8
Kat3A-Crebbp-201,Adig_Acropora_digitifera_15,29.323,133,74,5,1080,1194,940,1332,9.61e-06,50.1
Kat3A-Crebbp-201,Adig_Acropora_digitifera_4272,46.552,58,29,1,1112,1169,3079,3246,6.64e-08,57.4
Kat3A-Crebbp-201,Adig_Acropora_digitifera_1787,33.945,109,64,4,1079,1182,454,771,1.38e-07,56.2
Kat3A-Crebbp-201,Adig_Acropora_digitifera_2644,37.363,91,49,3,1099,1186,2416,2673,1.70e-07,55.8
Kat3A-Crebbp-201,Adig_Acropora_digitifera_10903,30.000,80,54,1,1111,1190,5074,5307,4.66e-07,54.7
Kat3A-Crebbp-201,Adig_Acropora_digitifera_13498,43.333,60,34,0,1124,1183,2242,2421,5.70e-07,54.3
Kat3A-Crebbp-201,Adig_Acropora_digitifera_13498,32.258,93,60,2,1095,1184,1168,1446,8.92e-06,50.4
Kat3A-Crebbp-201,Adig_Acropora_digitifera_6038,37.879,66,40,1,1124,1188,814,1011,5.99e-07,53.1
Kat3A-Crebbp-201,Adig_Acropora_digitifera_13777,33.333,90,58,1,1108,1197,3205,3468,6.36e-07,54.3
Kat3A-Crebbp-201,Adig_Acropora_digitifera_2553,32.530,83,53,2,1104,1186,1276,1515,6.64e-07,53.5
Kat3B-Ep300-201,Adig_Acropora_digitifera_13050,66.865,673,211,4,1045,1712,1180,3177,0.0,902
Kat3B-Ep300-201,Adig_Acropora_digitifera_13050,74.468,94,20,2,559,648,100,381,2.75e-33,140
Kat3B-Ep300-201,Adig_Acropora_digitifera_14306,63.265,147,23,3,330,474,862,1215,4.42e-43,163
Kat3B-Ep300-201,Adig_Acropora_digitifera_13051,72.000,50,14,0,1760,1809,1,150,4.42e-18,86.7
Kat3B-Ep300-201,Adig_Acropora_digitifera_12209,37.500,112,69,1,1041,1152,244,576,3.16e-15,81.3
Kat3B-Ep300-201,Adig_Acropora_digitifera_12209,40.244,82,49,0,1071,1152,1129,1374,1.26e-12,72.4
Kat3B-Ep300-201,Adig_Acropora_digitifera_7594,39.773,88,50,2,1061,1148,694,948,6.55e-11,65.5
Kat3B-Ep300-201,Adig_Acropora_digitifera_7536,39.773,88,50,2,1070,1156,4030,4287,7.77e-11,67.0
Kat3B-Ep300-201,Adig_Acropora_digitifera_213,31.461,89,59,1,1074,1162,3001,3261,1.40e-09,62.8
Kat3B-Ep300-201,Adig_Acropora_digitifera_2512,32.353,102,66,2,1051,1152,460,756,3.54e-09,61.6
Kat3B-Ep300-201,Adig_Acropora_digitifera_9555,39.506,81,47,1,1070,1150,4858,5094,8.22e-09,60.5
Kat3B-Ep300-201,Adig_Acropora_digitifera_15,34.667,75,47,1,1057,1131,1363,1581,5.15e-08,57.4
Kat3B-Ep300-201,Adig_Acropora_digitifera_1787,35.802,81,49,2,1064,1144,538,771,3.03e-07,55.1
Kat3B-Ep300-201,Adig_Acropora_digitifera_2553,31.034,87,58,1,1066,1152,1276,1530,3.92e-07,54.3
Kat3B-Ep300-201,Adig_Acropora_digitifera_10903,30.000,80,54,1,1073,1152,5074,5307,4.68e-07,54.7
Kat3B-Ep300-201,Adig_Acropora_digitifera_13498,44.444,54,30,0,1086,1139,2242,2403,5.58e-07,54.3
Kat3B-Ep300-201,Adig_Acropora_digitifera_13498,35.821,67,43,0,1080,1146,1246,1446,7.02e-06,50.8
Kat3B-Ep300-201,Adig_Acropora_digitifera_2644,36.264,91,50,3,1061,1148,2416,2673,7.18e-07,53.9
Kat3B-Ep300-201,Adig_Acropora_digitifera_13777,32.222,90,59,1,1070,1159,3205,3468,1.52e-06,52.8
Kat3B-Ep300-201,Adig_Acropora_digitifera_4272,44.828,58,30,1,1074,1131,3079,3246,1.85e-06,52.8
