qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
Mbd1-201,Adig_Acropora_digitifera_3228,57.812,64,26,1,7,70,25,213,8.3e-16,77,Adig,Mbd1-201_Adig
Mbd1-201,Ahya_Acropora_hyacinthus_6046,57.812,64,26,1,7,70,25,213,1.22e-16,76.6,Ahya,Mbd1-201_Ahya
Mbd1-201,Amil_Acropora_millepora_16127,57.812,64,26,1,7,70,4,192,1.26e-15,77,Amil,Mbd1-201_Amil
Mbd1-201,Apal_XM_021050234.2,54.688,64,28,1,7,70,208,396,1.18e-11,68.6,Apal,Mbd1-201_Apal
Mbd1-201,Apoc_chromosome_13.1307_1,57.812,64,26,1,7,70,25,213,1.96e-15,77,Apoc,Mbd1-201_Apoc
Mbd1-201,Aque_XM_003388991.3,52.632,57,26,1,14,69,234,404,9.77e-11,64.7,Aque,Mbd1-201_Aque
Mbd1-201,Cgig_G11933.6,54.93,71,32,0,1,71,1,213,8.11e-18,84.3,Cgig,Mbd1-201_Cgig
Mbd1-201,Gasp_gasp1.m1b.9410.m1,42.188,64,34,2,11,71,1849,2040,8.7e-7,52.8,Gasp,Mbd1-201_Gasp
Mbd1-201,Gfas_gfas1.m1.17219.m1,53.521,71,32,1,7,77,114,323,8.27e-15,77.4,Gfas,Mbd1-201_Gfas
Mbd1-201,Mcap_g53132,56.25,64,27,1,7,70,25,213,3.78e-14,73.6,Mcap,Mbd1-201_Mcap
Mbd1-201,Nvec_XM_032374310.1,58.73,63,25,1,8,70,206,391,1.96e-13,73.9,Nvec,Mbd1-201_Nvec
Mbd1-201,Pdam_Pocillopora_damicornis_5557,55.224,67,29,1,3,69,10,207,2.26e-15,73.9,Pdam,Mbd1-201_Pdam
Mbd1-201,Plut_plut2.m8.21164.m1,43.836,73,36,4,13,81,110,325,4.48e-6,50.1,Plut,Mbd1-201_Plut
Mbd1-201,Pver_TRINITY_DN12280_c0_g2_i2,55.224,67,29,1,3,69,76,273,8.15e-14,74.3,Pver,Mbd1-201_Pver
Mbd1-201,Spis_Stylophora_pistillata_5183,53.731,67,30,1,3,69,19,216,1.68e-14,73.6,Spis,Mbd1-201_Spis
Mbd2-201,Adig_Acropora_digitifera_3228,43.922,255,118,9,152,390,19,756,1.25e-61,199,Adig,Mbd2-201_Adig
Mbd2-201,Ahya_Acropora_hyacinthus_6046,41.333,225,107,9,152,360,19,666,2.17e-44,151,Ahya,Mbd2-201_Ahya
Mbd2-201,Amil_Acropora_millepora_16127,43.701,254,118,9,153,390,1,735,1.3e-60,197,Amil,Mbd2-201_Amil
Mbd2-201,Apal_XM_021050234.2,41.667,276,124,12,152,410,202,969,7.55e-53,188,Apal,Mbd2-201_Apal
Mbd2-201,Apoc_chromosome_13.1307_1,44.141,256,116,10,152,391,19,753,1.07e-62,203,Apoc,Mbd2-201_Apoc
Mbd2-201,Aque_XM_003388991.3,28.846,312,132,11,157,389,222,1124,1.63e-21,96.7,Aque,Mbd2-201_Aque
Mbd2-201,Cgig_G11933.5,51.626,246,108,5,151,390,10,732,2.4e-80,249,Cgig,Mbd2-201_Cgig
Mbd2-201,Gasp_gasp1.m3.25529.m1,38.627,233,119,11,173,391,19,687,5.23e-40,143,Gasp,Mbd2-201_Gasp
Mbd2-201,Gfas_gfas1.m1.17219.m1,43.307,254,121,9,152,391,108,842,1.26e-57,197,Gfas,Mbd2-201_Gfas
Mbd2-201,Mcap_g53132,43.478,253,120,8,152,390,19,750,4.47e-60,196,Mcap,Mbd2-201_Mcap
Mbd2-201,Nvec_XM_032374310.1,44.98,249,116,10,152,390,197,910,8.46e-58,196,Nvec,Mbd2-201_Nvec
Mbd2-201,Pdam_Pocillopora_damicornis_5557,40.654,214,104,9,152,351,16,630,1.23e-42,147,Pdam,Mbd2-201_Pdam
Mbd2-201,Plut_plut2.m8.8742.m1,42.969,256,121,9,152,391,91,831,6.05e-59,194,Plut,Mbd2-201_Plut
Mbd2-201,Prus_Prus_finalg88.t1,37.826,230,117,10,179,391,55,717,2.12e-38,139,Prus,Mbd2-201_Prus
Mbd2-201,Pver_TRINITY_DN12280_c0_g2_i2,42.52,254,123,9,152,391,82,816,1.2e-58,197,Pver,Mbd2-201_Pver
Mbd2-201,Spis_Stylophora_pistillata_5183,41.473,258,120,9,152,391,25,759,1.23e-59,194,Spis,Mbd2-201_Spis
Mbd3-201,Adig_Acropora_digitifera_3228,41.264,269,128,10,5,257,19,783,9.72e-58,185,Adig,Mbd3-201_Adig
Mbd3-201,Ahya_Acropora_hyacinthus_6046,38.991,218,108,9,5,206,19,645,1.3e-39,135,Ahya,Mbd3-201_Ahya
Mbd3-201,Amil_Acropora_millepora_16127,41.948,267,125,11,7,257,4,762,4.2e-57,183,Amil,Mbd3-201_Amil
Mbd3-201,Apal_XM_021050234.2,45.098,255,113,10,5,243,202,933,1.5e-55,191,Apal,Mbd3-201_Apal
Mbd3-201,Apoc_chromosome_13.1307_1,41.636,269,125,10,5,257,19,777,1.52e-59,191,Apoc,Mbd3-201_Apoc
Mbd3-201,Aque_XM_003388991.3,35.233,193,93,7,10,170,222,800,7.5e-21,92,Aque,Mbd3-201_Aque
Mbd3-201,Cgig_G11933.6,49.206,252,107,5,1,247,1,708,1.49e-78,239,Cgig,Mbd3-201_Cgig
Mbd3-201,Gasp_gasp1.m3.25529.m1,37.5,240,122,10,32,257,34,711,1.57e-39,138,Gasp,Mbd3-201_Gasp
Mbd3-201,Gfas_gfas1.m1.17219.m1,40.449,267,131,9,5,257,108,866,8.66e-53,180,Gfas,Mbd3-201_Gfas
Mbd3-201,Mcap_g53132,40.449,267,131,10,5,257,19,777,4.88e-55,179,Mcap,Mbd3-201_Mcap
Mbd3-201,Nvec_XM_032374310.1,43.529,255,121,10,1,243,179,910,1.49e-53,181,Nvec,Mbd3-201_Nvec
Mbd3-201,Pdam_Pocillopora_damicornis_5557,40.639,219,103,9,2,204,7,630,5.26e-43,145,Pdam,Mbd3-201_Pdam
Mbd3-201,Plut_plut2.m8.8742.m1,39.114,271,131,8,5,257,91,855,4.79e-55,180,Plut,Mbd3-201_Plut
Mbd3-201,Prus_Prus_finalg88.t1,35.537,242,122,9,34,257,64,741,2.59e-36,130,Prus,Mbd3-201_Prus
Mbd3-201,Pver_TRINITY_DN12280_c0_g2_i2,41.912,272,126,10,2,257,73,840,1.59e-58,192,Pver,Mbd3-201_Pver
Mbd3-201,Spis_Stylophora_pistillata_5183,42.279,272,125,11,2,257,16,783,5.73e-61,193,Spis,Mbd3-201_Spis
Mbd4-201,Adig_Acropora_digitifera_3228,48.837,43,22,0,73,115,37,165,8.5e-6,46.6,Adig,Mbd4-201_Adig
Mbd4-201,Ahya_Acropora_hyacinthus_8844,32.353,102,63,3,76,173,49,348,9.66e-9,52,Ahya,Mbd4-201_Ahya
Mbd4-201,Amil_Acropora_millepora_23181,33.684,95,57,3,76,166,49,327,2.05e-7,52,Amil,Mbd4-201_Amil
Mbd4-201,Apal_XM_021053105.2,56.725,171,67,3,387,553,97,600,1.04e-60,206,Apal,Mbd4-201_Apal
Mbd4-201,Apoc_chromosome_12.2679_1,61.728,162,62,0,393,554,709,1194,5.36e-69,228,Apoc,Mbd4-201_Apoc
Mbd4-201,Aque_XM_003386219.3,45.417,240,124,3,312,544,10,729,5.89e-65,212,Aque,Mbd4-201_Aque
Mbd4-201,Cgig_G29393.1,70.629,143,42,0,411,553,2026,2454,3.23e-68,236,Cgig,Mbd4-201_Cgig
Mbd4-201,Emue_Em0001g213a.t1,58.75,160,64,1,385,544,631,1104,1.03e-60,206,Emue,Mbd4-201_Emue
Mbd4-201,Gasp_gasp1.m3.25028.m1,63.125,160,58,1,388,546,667,1146,4.03e-69,228,Gasp,Mbd4-201_Gasp
Mbd4-201,Gfas_gfas1.m1.2628.m1,62.112,161,60,1,393,553,757,1236,4.78e-65,225,Gfas,Mbd4-201_Gfas
Mbd4-201,Mcap_g17165,58.621,87,35,1,388,474,682,939,3.32e-28,115,Mcap,Mbd4-201_Mcap
Mbd4-201,Nvec_XM_001638061.2,60.131,153,57,1,394,546,1522,1968,3.45e-58,209,Nvec,Mbd4-201_Nvec
Mbd4-201,Pdam_Pocillopora_damicornis_5557,43.103,58,28,1,73,130,34,192,5.33e-6,46.2,Pdam,Mbd4-201_Pdam
Mbd4-201,Plut_plut2.m8.21164.m1,61.078,167,61,1,388,554,752,1240,3.61e-68,229,Plut,Mbd4-201_Plut
Mbd4-201,Pver_TRINITY_DN18513_c0_g1_i1,69.118,136,42,0,411,546,812,1219,8.56e-66,223,Pver,Mbd4-201_Pver
Mbd4-201,Spis_Stylophora_pistillata_19148,71.324,136,39,0,411,546,754,1161,1.66e-71,233,Spis,Mbd4-201_Spis
Mbd5-201,Adig_Acropora_digitifera_16724,30.323,155,77,7,1570,1700,3850,4293,8.94e-6,50.1,Adig,Mbd5-201_Adig
Mbd5-201,Amil_Acropora_millepora_1959,30.968,155,76,7,1570,1700,2542,2985,4.61e-6,51.6,Amil,Mbd5-201_Amil
Mbd5-201,Apal_XM_021055280.2,35.714,98,46,3,1617,1700,4029,4313,5.74e-7,55.5,Apal,Mbd5-201_Apal
Mbd5-201,Apoc_chromosome_9.2822_1,35.294,102,48,4,1613,1700,3871,4164,4.25e-6,52.4,Apoc,Mbd5-201_Apoc
Mbd5-201,Aque_XM_011406419.2,50.794,63,31,0,17,79,99,287,4.27e-13,75.1,Aque,Mbd5-201_Aque
Mbd5-201,Cgig_G5095.2,42.017,119,64,1,16,134,946,1287,9.74e-23,107,Cgig,Mbd5-201_Cgig
Mbd5-201,Emue_Em0007g267a.t1,50,60,30,0,19,78,13,192,6.5500000000000006e-11,68.6,Emue,Mbd5-201_Emue
Mbd5-201,Gasp_gasp1.m3.18698.m1,34.314,102,49,4,1613,1700,1012,1305,1.45e-6,53.9,Gasp,Mbd5-201_Gasp
Mbd5-201,Mcap_adi2mcaRNA26694_R0,56.667,60,26,0,18,77,46,225,2.23e-15,83.6,Mcap,Mbd5-201_Mcap
Mbd5-201,Nvec_XM_032386634.1,36.607,112,51,4,1617,1711,3752,4078,2.21e-7,57.4,Nvec,Mbd5-201_Nvec
Mbd5-201,Pbac_AVPN01001080.1,48.649,74,36,1,18,91,7295,7080,6.86e-13,76.6,Pbac,Mbd5-201_Pbac
Mbd5-201,Plut_plut2.m8.6550.m1,28.402,169,78,6,1570,1700,4361,4852,2.1e-6,53.5,Plut,Mbd5-201_Plut
Mbd5-201,Spis_Stylophora_pistillata_1170,33.884,121,56,5,1594,1700,3862,4194,4.12e-7,54.7,Spis,Mbd5-201_Spis
Mbd6-201,Adig_Acropora_digitifera_16724,54.237,59,27,0,21,79,49,225,3.6e-15,79.7,Adig,Mbd6-201_Adig
Mbd6-201,Amil_Acropora_millepora_1958,54.237,59,27,0,21,79,49,225,1.79e-15,79.7,Amil,Mbd6-201_Amil
Mbd6-201,Apal_XM_021055280.2,55.932,59,26,0,21,79,375,551,2.98e-15,81.6,Apal,Mbd6-201_Apal
Mbd6-201,Apoc_chromosome_9.2822_1,49.367,79,36,2,1,79,1,225,1e-14,79.7,Apoc,Mbd6-201_Apoc
Mbd6-201,Aque_XR_002184449.1,45.312,64,35,0,16,79,38,229,4.64e-9,60.1,Aque,Mbd6-201_Aque
Mbd6-201,Cgig_G5095.2,46.429,112,57,2,21,132,955,1281,1.28e-22,105,Cgig,Mbd6-201_Cgig
Mbd6-201,Emue_Em0007g267a.t1,52.542,59,28,0,21,79,13,189,7.47e-11,67.4,Emue,Mbd6-201_Emue
Mbd6-201,Gasp_gasp1.m3.18698.m1,54.545,44,20,0,36,79,1333,1464,6.43e-8,57.4,Gasp,Mbd6-201_Gasp
Mbd6-201,Mcap_adi2mcaRNA26694_R0,54.237,59,27,0,21,79,49,225,1.34e-14,79.7,Mcap,Mbd6-201_Mcap
Mbd6-201,Nvec_XM_032386635.1,47.368,95,48,1,11,105,381,659,4.3e-17,88.2,Nvec,Mbd6-201_Nvec
Mbd6-201,Pbac_AVPN01001080.1,52.542,59,28,0,21,79,7292,7116,2.95e-12,73.6,Pbac,Mbd6-201_Pbac
Mbd6-201,Plut_plut2.m8.6550.m1,54.237,59,27,0,21,79,584,760,4.5e-14,77.8,Plut,Mbd6-201_Plut
Mbd6-201,Spis_Stylophora_pistillata_1170,57.627,59,25,0,21,79,49,225,3.44e-16,83.6,Spis,Mbd6-201_Spis
Mecp2-201,Ahya_Acropora_hyacinthus_6046,42.466,73,37,1,115,187,31,234,1.24e-9,55.8,Ahya,Mecp2-201_Ahya
Mecp2-201,Amil_Acropora_millepora_16127,42.466,73,37,1,115,187,10,213,1.23e-8,55.8,Amil,Mecp2-201_Amil
Mecp2-201,Apal_XM_021040291.2,42.254,71,40,1,117,187,1220,1429,4.57e-8,56.6,Apal,Mecp2-201_Apal
