qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
Dnmt1-201,Adig_Acropora_digitifera_13498,35.714,70,43,1,737,806,3502,3705,1.24e-6,52.8,Adig,Dnmt1-201_Adig
Dnmt1-201,Ahya_Acropora_hyacinthus_11799,36.264,91,49,2,330,419,52,300,4.47e-9,53.1,Ahya,Dnmt1-201_Ahya
Dnmt1-201,Amil_Acropora_millepora_2171,60.998,1182,419,14,446,1598,22,3528,0,1402,Amil,Dnmt1-201_Amil
Dnmt1-201,Apal_XM_021049673.2,56.61,1286,523,14,335,1598,817,4635,0,1407,Apal,Dnmt1-201_Apal
Dnmt1-201,Apoc_chromosome_13.3354_1,60.015,1293,476,13,342,1599,862,4722,0,1510,Apoc,Dnmt1-201_Apoc
Dnmt1-201,Aque_XM_020003525.1,52.628,1313,519,23,332,1595,667,4443,0,1295,Aque,Dnmt1-201_Aque
Dnmt1-201,Cgig_G28156.1,60.611,1277,466,16,346,1598,685,4476,0,1551,Cgig,Dnmt1-201_Cgig
Dnmt1-201,Emue_Em0016g1020a.t1,59.498,1116,435,10,495,1598,1,3333,0,1304,Emue,Dnmt1-201_Emue
Dnmt1-201,Gasp_gasp1.m3.13636.m1,58.333,1296,475,16,338,1599,643,4437,0,1446,Gasp,Dnmt1-201_Gasp
Dnmt1-201,Gfas_gfas1.m1.20696.m1,70.716,461,81,2,1139,1599,868,2088,0,682,Gfas,Dnmt1-201_Gfas
Dnmt1-201,Mcap_g53952,59.168,1298,483,16,337,1598,859,4719,0,1528,Mcap,Dnmt1-201_Mcap
Dnmt1-201,Nvec_XM_032374269.1,58.721,1267,486,12,358,1595,1031,4807,0,1469,Nvec,Dnmt1-201_Nvec
Dnmt1-201,Pbac_AVPN01005619.1,82.353,68,12,0,1472,1539,2069,1866,1.04e-31,137,Pbac,Dnmt1-201_Pbac
Dnmt1-201,Plut_plut2.m8.8396.m1,58.777,1276,483,12,353,1599,880,4665,0,1487,Plut,Dnmt1-201_Plut
Dnmt1-201,Prus_35034_t,56.55,771,248,13,830,1578,4,2121,0,837,Prus,Dnmt1-201_Prus
Dnmt1-201,Pver_TRINITY_DN12687_c0_g1_i2,59.922,1290,476,14,344,1598,961,4812,0,1501,Pver,Dnmt1-201_Pver
Dnmt1-201,Spis_Stylophora_pistillata_7405,59.843,1275,472,12,358,1598,1012,4818,0,1502,Spis,Dnmt1-201_Spis
Dnmt3a-201,Adig_Acropora_digitifera_14087,46.097,679,317,9,267,907,151,2154,0,591,Adig,Dnmt3a-201_Adig
Dnmt3a-201,Ahya_Acropora_hyacinthus_6247,68.345,139,42,1,696,832,1,417,1.06e-58,195,Ahya,Dnmt3a-201_Ahya
Dnmt3a-201,Amil_Acropora_millepora_6075,46.828,662,306,8,281,907,202,2154,0,590,Amil,Dnmt3a-201_Amil
Dnmt3a-201,Apal_XM_021039094.1,64.192,229,72,3,689,907,49,735,3.17e-95,304,Apal,Dnmt3a-201_Apal
Dnmt3a-201,Apoc_chromosome_9.2822_1,49.153,59,30,0,286,344,3880,4056,6.8e-12,70.5,Apoc,Dnmt3a-201_Apoc
Dnmt3a-201,Aque_XM_019995554.1,54.978,462,191,4,459,905,1529,2908,2.32e-179,547,Aque,Dnmt3a-201_Aque
Dnmt3a-201,Cgig_G1024.2,33.869,685,375,20,247,905,694,2592,1.73e-118,382,Cgig,Dnmt3a-201_Cgig
Dnmt3a-201,Emue_Em0006g900a.t1,68.722,227,67,2,683,905,4,684,8.9e-106,327,Emue,Dnmt3a-201_Emue
Dnmt3a-201,Gasp_gasp1.m3.15985.m1,61.184,304,111,2,611,907,13,924,2.28e-124,386,Gasp,Dnmt3a-201_Gasp
Dnmt3a-201,Gfas_gfas1.m1.7866.m1,48.137,671,308,11,269,907,461,2449,0,591,Gfas,Dnmt3a-201_Gfas
Dnmt3a-201,Hsal_ENA_GHBP01017469_GHBP01017469.1,28.125,96,64,4,490,582,10,291,8.94e-6,45.4,Hsal,Dnmt3a-201_Hsal
Dnmt3a-201,Mcap_g25804,47.251,673,313,9,267,907,148,2136,0,596,Mcap,Dnmt3a-201_Mcap
Dnmt3a-201,Nvec_XM_032373802.1,48.489,662,299,10,281,908,456,2417,0,607,Nvec,Dnmt3a-201_Nvec
Dnmt3a-201,Pbac_AVPN01018140.1,27,100,64,2,490,582,7276,6983,1.96e-6,53.9,Pbac,Dnmt3a-201_Pbac
Dnmt3a-201,Pdam_Pocillopora_damicornis_24161,60.968,310,114,2,605,907,37,966,3.19e-128,387,Pdam,Dnmt3a-201_Pdam
Dnmt3a-201,Plut_plut2.m8.6717.m1,42.688,677,337,11,264,907,523,2499,1.93e-167,518,Plut,Dnmt3a-201_Plut
Dnmt3a-201,Prus_29819_t,47.329,674,314,10,264,907,154,2142,0,595,Prus,Dnmt3a-201_Prus
Dnmt3a-201,Pver_TRINITY_DN3501_c0_g3_i3,46.753,693,316,10,246,907,142,2154,0,597,Pver,Dnmt3a-201_Pver
Dnmt3a-201,Spis_Stylophora_pistillata_2600,46.244,679,327,9,254,907,139,2136,0,593,Spis,Dnmt3a-201_Spis
Dnmt3b-201,Adig_Acropora_digitifera_14087,42.941,680,324,12,221,860,190,2157,0,566,Adig,Dnmt3b-201_Adig
Dnmt3b-201,Ahya_Acropora_hyacinthus_6247,65.468,139,46,1,648,784,1,417,1.34e-57,192,Ahya,Dnmt3b-201_Ahya
Dnmt3b-201,Amil_Acropora_millepora_6075,43.068,678,326,11,221,860,190,2157,0,567,Amil,Dnmt3b-201_Amil
Dnmt3b-201,Apal_XM_021039094.1,62.882,229,75,4,641,859,49,735,7.63e-94,299,Apal,Dnmt3b-201_Apal
Dnmt3b-201,Apoc_chromosome_9.2822_1,42.373,59,34,0,229,287,3877,4053,2.63e-9,62,Apoc,Dnmt3b-201_Apoc
Dnmt3b-201,Aque_XM_003386014.3,48.115,557,221,12,337,857,1337,2911,9.35e-170,521,Aque,Dnmt3b-201_Aque
Dnmt3b-201,Cgig_G1024.2,33.945,654,368,16,221,857,772,2592,2.52e-120,386,Cgig,Dnmt3b-201_Cgig
Dnmt3b-201,Emue_Em0006g900a.t1,65.639,227,74,2,635,857,4,684,8.65e-106,326,Emue,Dnmt3b-201_Emue
Dnmt3b-201,Gasp_gasp1.m3.15985.m1,60,300,113,2,568,860,28,927,1.35e-125,388,Gasp,Dnmt3b-201_Gasp
Dnmt3b-201,Gfas_gfas1.m1.7866.m1,43.485,683,327,10,215,860,470,2452,0,578,Gfas,Dnmt3b-201_Gfas
Dnmt3b-201,Mcap_g25804,42.795,694,332,11,203,860,145,2139,0,572,Mcap,Dnmt3b-201_Mcap
Dnmt3b-201,Nvec_XM_032373802.1,43.215,678,317,11,227,859,450,2414,0,574,Nvec,Dnmt3b-201_Nvec
Dnmt3b-201,Pbac_AVPN01018140.1,29.412,102,63,2,440,534,7276,6977,4.98e-9,62.4,Pbac,Dnmt3b-201_Pbac
Dnmt3b-201,Pdam_Pocillopora_damicornis_24161,62.245,294,104,2,574,860,88,969,7.11e-130,390,Pdam,Dnmt3b-201_Pdam
Dnmt3b-201,Plut_plut2.m8.6717.m1,41.246,674,325,11,228,860,571,2502,9.37e-166,512,Plut,Dnmt3b-201_Plut
Dnmt3b-201,Prus_29819_t,45.387,672,304,10,228,860,202,2145,0,588,Prus,Dnmt3b-201_Prus
Dnmt3b-201,Pver_TRINITY_DN3501_c0_g3_i3,45.577,667,298,10,232,860,238,2157,0,592,Pver,Dnmt3b-201_Pver
Dnmt3b-201,Spis_Stylophora_pistillata_2600,45.386,661,302,10,232,860,238,2139,0,587,Spis,Dnmt3b-201_Spis
Dnmt3l-201,Adig_Acropora_digitifera_14087,32.07,343,201,6,62,373,799,1824,3.75e-51,182,Adig,Dnmt3l-201_Adig
Dnmt3l-201,Ahya_Acropora_hyacinthus_6247,30.275,109,68,1,273,373,1,327,2.79e-11,59.3,Ahya,Dnmt3l-201_Ahya
Dnmt3l-201,Amil_Acropora_millepora_6075,30.263,380,225,7,33,373,688,1824,7.29e-51,182,Amil,Dnmt3l-201_Amil
Dnmt3l-201,Aque_XM_019995554.1,31.548,336,195,8,69,373,1565,2560,2.94e-51,186,Aque,Dnmt3l-201_Aque
Dnmt3l-201,Cgig_G1024.2,26.667,330,197,9,76,368,1291,2256,2.98e-28,119,Cgig,Dnmt3l-201_Cgig
Dnmt3l-201,Emue_Em0006g900a.t1,32.787,122,74,1,260,373,4,369,5.77e-12,65.9,Emue,Dnmt3l-201_Emue
Dnmt3l-201,Gasp_gasp1.m3.15985.m1,27.128,188,112,2,211,373,31,594,1.21e-13,72.8,Gasp,Dnmt3l-201_Gasp
Dnmt3l-201,Gfas_gfas1.m1.7866.m1,31.389,360,213,7,47,373,1043,2119,1.1e-49,181,Gfas,Dnmt3l-201_Gfas
Dnmt3l-201,Mcap_g25804,31.105,344,203,6,62,373,781,1806,3.31e-48,176,Mcap,Dnmt3l-201_Mcap
Dnmt3l-201,Nvec_XM_032373802.1,33.535,331,184,8,75,373,1104,2084,4.11e-49,180,Nvec,Dnmt3l-201_Nvec
Dnmt3l-201,Pbac_AVPN01018140.1,33.333,102,59,3,87,181,7276,6977,1.04e-10,65.9,Pbac,Dnmt3l-201_Pbac
Dnmt3l-201,Pdam_Pocillopora_damicornis_24161,26.816,179,106,2,220,373,100,636,5.8e-14,70.9,Pdam,Dnmt3l-201_Pdam
Dnmt3l-201,Plut_plut2.m8.6717.m1,31.044,364,212,9,44,370,1099,2184,1.53e-45,169,Plut,Dnmt3l-201_Plut
Dnmt3l-201,Prus_29819_t,31.956,363,212,8,44,373,730,1812,1.53e-49,179,Prus,Dnmt3l-201_Prus
Dnmt3l-201,Pver_TRINITY_DN3501_c0_g3_i3,32.558,344,198,6,62,373,799,1824,4.88e-51,185,Pver,Dnmt3l-201_Pver
Dnmt3l-201,Spis_Stylophora_pistillata_2600,34.568,324,181,6,79,373,841,1806,9.73e-52,184,Spis,Dnmt3l-201_Spis
