qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
CDCA2-201,Apal_XM_021041680.2,63.636,33,12,0,388,420,721,819,9.38e-6,50.8,Apal,CDCA2-201_Apal
DUS1L-201,Adig_Acropora_digitifera_1023,54.378,434,176,8,2,429,13,1266,4.59e-170,485,Adig,DUS1L-201_Adig
DUS1L-201,Ahya_Acropora_hyacinthus_8537,62.733,161,58,1,2,162,16,492,1.05e-75,232,Ahya,DUS1L-201_Ahya
DUS1L-201,Amil_Acropora_millepora_11332,54.378,434,176,8,2,429,7,1260,1.62e-169,484,Amil,DUS1L-201_Amil
DUS1L-201,Apal_XM_021045803.2,53.409,440,194,5,3,440,116,1408,7.3e-167,484,Apal,DUS1L-201_Apal
DUS1L-201,Apoc_chromosome_5.115_1,53.811,433,183,6,2,431,7,1263,1.68e-167,480,Apoc,DUS1L-201_Apoc
DUS1L-201,Aque_XM_003385417.3,52.339,449,192,7,3,439,528,1844,1.22e-156,460,Aque,DUS1L-201_Aque
DUS1L-201,Cgig_G3431.3,58.969,446,174,5,3,443,49,1374,0,545,Cgig,DUS1L-201_Cgig
DUS1L-201,Emue_Em0020g824a.t1,56.738,423,164,8,24,439,1,1233,2.46e-156,451,Emue,DUS1L-201_Emue
DUS1L-201,Gasp_gasp1.m3.23996.m1,27.586,290,177,7,12,274,13,864,3.28e-36,138,Gasp,DUS1L-201_Gasp
DUS1L-201,Gfas_gfas1.m1.1546.m1,26.036,338,193,9,12,309,67,1029,4.17e-29,121,Gfas,DUS1L-201_Gfas
DUS1L-201,Hsal_ENA_GHBP01003614_GHBP01003614.1,52.5,160,76,0,73,232,5,484,3.47e-57,186,Hsal,DUS1L-201_Hsal
DUS1L-201,Kiwa_ENA_GBGI01013423_GBGI01013423.1,56.548,168,71,1,4,171,18,515,3.38e-91,217,Kiwa,DUS1L-201_Kiwa
DUS1L-201,Mcap_g24518,36.965,257,156,3,22,277,97,852,3.44e-49,171,Mcap,DUS1L-201_Mcap
DUS1L-201,Msqu_ENA_GHBR01007114_GHBR01007114.1,35.714,126,73,3,216,339,7,366,3.39e-21,87.8,Msqu,DUS1L-201_Msqu
DUS1L-201,Nvec_XM_001626336.2,55.069,434,191,3,3,436,132,1421,1.52e-169,489,Nvec,DUS1L-201_Nvec
