qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
Hdac1-201,Adig_Acropora_digitifera_14832,63.085,363,131,3,28,387,67,1155,7.33e-180,509,Adig,Hdac1-201_Adig
Hdac1-201,Ahya_Acropora_hyacinthus_6495,65.854,164,55,1,28,190,67,558,3.06e-78,239,Ahya,Hdac1-201_Ahya
Hdac1-201,Amil_Acropora_millepora_12992,85.969,392,51,1,28,415,61,1236,0,702,Amil,Hdac1-201_Amil
Hdac1-201,Apal_XM_021051664.1,86.811,417,54,1,1,416,20,1270,0,705,Apal,Hdac1-201_Apal
Hdac1-201,Apoc_chromosome_4.36_1,87.167,413,52,1,4,415,28,1266,0,711,Apoc,Hdac1-201_Apoc
Hdac1-201,Aque_XM_003385263.2,80.44,409,78,1,6,414,79,1299,0,680,Aque,Hdac1-201_Aque
Hdac1-201,Cgig_G1651.5,83.559,444,71,2,1,442,1,1332,0,709,Cgig,Hdac1-201_Cgig
Hdac1-201,Emue_Em0011g119a.t1,63.243,370,113,5,28,377,67,1167,5.19e-175,498,Emue,Hdac1-201_Emue
Hdac1-201,Gasp_gasp1.m3.28054.m1,87.651,413,50,1,4,415,54,1292,0,711,Gasp,Hdac1-201_Gasp
Hdac1-201,Gfas_gfas1.m1.1788.m1,85.753,365,48,1,55,415,118,1212,0,649,Gfas,Hdac1-201_Gfas
Hdac1-201,Hsal_ENA_GHBP01004518_GHBP01004518.1,69.474,285,85,1,76,358,1,855,9.76e-157,445,Hsal,Hdac1-201_Hsal
Hdac1-201,Kiwa_ENA_GBGI01009382_GBGI01009382.1,66.581,389,127,1,28,413,2395,1229,0,561,Kiwa,Hdac1-201_Kiwa
Hdac1-201,Mcap_g48268,85.817,416,55,1,4,415,13,1260,0,707,Mcap,Hdac1-201_Mcap
Hdac1-201,Msqu_ENA_GHBR01001462_GHBR01001462.1,66.159,328,108,2,1,325,22,1005,3.38e-159,452,Msqu,Hdac1-201_Msqu
Hdac1-201,Nvec_XM_032367577.1,86.925,413,54,0,4,416,44,1282,0,712,Nvec,Hdac1-201_Nvec
Hdac1-201,Pbac_AVPN01019018.1,35.052,194,24,4,28,119,5558,6139,2.97e-21,99.8,Pbac,Hdac1-201_Pbac
Hdac1-201,Pdam_Pocillopora_damicornis_4418,64.526,327,113,3,63,387,1,978,7.06e-164,466,Pdam,Hdac1-201_Pdam
Hdac1-201,Plut_plut2.m8.21356.m1,85.922,412,56,1,6,415,27,1262,0,706,Plut,Hdac1-201_Plut
Hdac1-201,Prus_Prusg8923.t1,75.637,353,74,4,6,358,19,1041,4.04e-172,515,Prus,Hdac1-201_Prus
Hdac1-201,Pver_TRINITY_DN7085_c0_g1_i2,86.925,413,53,1,4,415,32,1270,0,713,Pver,Hdac1-201_Pver
Hdac1-201,Spis_Stylophora_pistillata_4716,85.956,413,57,1,4,415,31,1269,0,707,Spis,Hdac1-201_Spis
Hdac10-201,Adig_Acropora_digitifera_11372,34.872,390,225,8,3,367,2362,3519,3.65e-53,197,Adig,Hdac10-201_Adig
Hdac10-201,Ahya_Acropora_hyacinthus_9717,31.298,131,83,4,143,273,1,372,9.37e-11,57.8,Ahya,Hdac10-201_Ahya
Hdac10-201,Amil_Acropora_millepora_2167,35.433,381,217,8,3,358,2128,3258,1.62e-52,195,Amil,Hdac10-201_Amil
Hdac10-201,Apal_XM_021051996.2,49.189,370,184,2,3,370,248,1351,2.48e-109,340,Apal,Hdac10-201_Apal
Hdac10-201,Apoc_chromosome_9.973_1,34.359,390,227,8,3,367,2428,3585,6.63e-55,203,Apoc,Hdac10-201_Apoc
Hdac10-201,Aque_XM_011405165.2,35.91,401,211,11,2,368,1255,2421,1.18e-59,215,Aque,Hdac10-201_Aque
