qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
H2AB1-201,Adig_Acropora_digitifera_15612,47.253,91,48,0,19,109,55,327,3.26e-23,86.7,Adig,H2AB1-201_Adig
H2AB1-201,Ahya_Acropora_hyacinthus_4631,47.253,91,48,0,19,109,40,312,7.17e-24,86.7,Ahya,H2AB1-201_Ahya
H2AB1-201,Amil_Acropora_millepora_12982,47.253,91,48,0,19,109,40,312,4.21e-23,86.7,Amil,H2AB1-201_Amil
H2AB1-201,Apal_XM_021037918.2,47.253,91,48,0,19,109,212,484,3.67e-22,88.2,Apal,H2AB1-201_Apal
H2AB1-201,Apoc_chromosome_13.888_1,45.745,94,49,1,21,112,82,363,4.78e-19,77.4,Apoc,H2AB1-201_Apoc
H2AB1-201,Aque_XM_003383990.3,49.438,89,45,0,21,109,151,417,2.84e-22,87,Aque,H2AB1-201_Aque
H2AB1-201,Cgig_G27649.7,48.315,89,46,0,21,109,46,312,1.78e-22,86.7,Cgig,H2AB1-201_Cgig
H2AB1-201,Emue_Em0007g217a.t1,48.315,89,46,0,21,109,46,312,1.51e-23,88.6,Emue,H2AB1-201_Emue
H2AB1-201,Gasp_gasp1.m3.3328.m1,47.253,91,48,0,19,109,40,312,7.23e-23,86.7,Gasp,H2AB1-201_Gasp
H2AB1-201,Gfas_gfas1.m1.2541.m1,47.253,91,48,0,19,109,40,312,7.15e-23,86.3,Gfas,H2AB1-201_Gfas
H2AB1-201,Hsal_ENA_GHBP01015790_GHBP01015790.1,47.191,89,47,0,21,109,103,369,3.52e-23,86.7,Hsal,H2AB1-201_Hsal
H2AB1-201,Kiwa_ENA_GBGI01021681_GBGI01021681.1,48.315,89,46,0,21,109,71,337,6.48e-23,87,Kiwa,H2AB1-201_Kiwa
H2AB1-201,Msqu_ENA_GHBR01005709_GHBR01005709.1,46.512,86,46,0,24,109,117,374,1.42e-21,82,Msqu,H2AB1-201_Msqu
H2AB1-201,Nvec_XM_001623180.2,48.315,89,46,0,21,109,61,327,3.8e-23,87.8,Nvec,H2AB1-201_Nvec
H2AB1-201,Pbac_AVPN01001317.1,48.352,91,47,0,19,109,11157,10885,4.18e-20,85.9,Pbac,H2AB1-201_Pbac
H2AB1-201,Pdam_Pocillopora_damicornis_6820,47.253,91,48,0,19,109,76,348,2.98e-23,86.3,Pdam,H2AB1-201_Pdam
H2AB1-201,Plut_plut2.m8.16524.m1,47.253,91,48,0,19,109,40,312,2.65e-22,86.7,Plut,H2AB1-201_Plut
H2AB1-201,Prus_24476_t,47.253,91,48,0,19,109,40,312,7.45e-23,86.7,Prus,H2AB1-201_Prus
H2AB1-201,Pver_TRINITY_DN29472_c0_g2_i1,47.253,91,48,0,19,109,338,66,7.89e-23,86.3,Pver,H2AB1-201_Pver
H2AB1-201,Spis_Stylophora_pistillata_3430,45.055,91,50,0,19,109,40,312,1.81e-22,84.7,Spis,H2AB1-201_Spis
H2AB2-201,Adig_Acropora_digitifera_15612,48.352,91,47,0,19,109,55,327,2.26e-24,89.4,Adig,H2AB2-201_Adig
H2AB2-201,Ahya_Acropora_hyacinthus_4631,48.352,91,47,0,19,109,40,312,4.45e-25,89.7,Ahya,H2AB2-201_Ahya
H2AB2-201,Amil_Acropora_millepora_12982,48.352,91,47,0,19,109,40,312,2.61e-24,89.7,Amil,H2AB2-201_Amil
H2AB2-201,Apal_XM_021037918.2,48.352,91,47,0,19,109,212,484,2.67e-23,90.9,Apal,H2AB2-201_Apal
H2AB2-201,Apoc_chromosome_13.888_1,46.809,94,48,1,21,112,82,363,2.74e-20,80.5,Apoc,H2AB2-201_Apoc
H2AB2-201,Aque_XM_003383990.3,50.562,89,44,0,21,109,151,417,1.78e-23,90.1,Aque,H2AB2-201_Aque
H2AB2-201,Cgig_G27649.7,49.438,89,45,0,21,109,46,312,1.14e-23,89.4,Cgig,H2AB2-201_Cgig
H2AB2-201,Emue_Em0007g209a.t1,49.438,89,45,0,21,109,46,312,9.35e-25,91.7,Emue,H2AB2-201_Emue
H2AB2-201,Gasp_gasp1.m3.3328.m1,48.352,91,47,0,19,109,40,312,5.22e-24,89.4,Gasp,H2AB2-201_Gasp
H2AB2-201,Gfas_gfas1.m1.2541.m1,48.352,91,47,0,19,109,40,312,5.21e-24,89,Gfas,H2AB2-201_Gfas
H2AB2-201,Hsal_ENA_GHBP01015790_GHBP01015790.1,48.315,89,46,0,21,109,103,369,2.04e-24,89.7,Hsal,H2AB2-201_Hsal
H2AB2-201,Kiwa_ENA_GBGI01021681_GBGI01021681.1,49.438,89,45,0,21,109,71,337,4.12e-24,90.1,Kiwa,H2AB2-201_Kiwa
H2AB2-201,Msqu_ENA_GHBR01005709_GHBR01005709.1,47.674,86,45,0,24,109,117,374,1.04e-22,85.1,Msqu,H2AB2-201_Msqu
H2AB2-201,Nvec_XM_001623180.2,49.438,89,45,0,21,109,61,327,2.49e-24,90.9,Nvec,H2AB2-201_Nvec
H2AB2-201,Pbac_AVPN01001317.1,49.451,91,46,0,19,109,11157,10885,3.99e-21,89,Pbac,H2AB2-201_Pbac
H2AB2-201,Pdam_Pocillopora_damicornis_6820,48.352,91,47,0,19,109,76,348,2.16e-24,89,Pdam,H2AB2-201_Pdam
H2AB2-201,Plut_plut2.m8.16524.m1,48.352,91,47,0,19,109,40,312,1.96e-23,89.4,Plut,H2AB2-201_Plut
H2AB2-201,Prus_24476_t,48.352,91,47,0,19,109,40,312,5.38e-24,89.4,Prus,H2AB2-201_Prus
H2AB2-201,Pver_TRINITY_DN29472_c0_g2_i1,48.352,91,47,0,19,109,338,66,4.52e-24,89.7,Pver,H2AB2-201_Pver
H2AB2-201,Spis_Stylophora_pistillata_3430,46.154,91,49,0,19,109,40,312,1.23e-23,87.8,Spis,H2AB2-201_Spis
H2AB3-201,Adig_Acropora_digitifera_15612,48.352,91,47,0,19,109,55,327,2.26e-24,89.4,Adig,H2AB3-201_Adig
H2AB3-201,Ahya_Acropora_hyacinthus_4631,48.352,91,47,0,19,109,40,312,4.45e-25,89.7,Ahya,H2AB3-201_Ahya
H2AB3-201,Amil_Acropora_millepora_12982,48.352,91,47,0,19,109,40,312,2.61e-24,89.7,Amil,H2AB3-201_Amil
H2AB3-201,Apal_XM_021037918.2,48.352,91,47,0,19,109,212,484,2.67e-23,90.9,Apal,H2AB3-201_Apal
H2AB3-201,Apoc_chromosome_13.888_1,46.809,94,48,1,21,112,82,363,2.74e-20,80.5,Apoc,H2AB3-201_Apoc
H2AB3-201,Aque_XM_003383990.3,50.562,89,44,0,21,109,151,417,1.78e-23,90.1,Aque,H2AB3-201_Aque
H2AB3-201,Cgig_G27649.7,49.438,89,45,0,21,109,46,312,1.14e-23,89.4,Cgig,H2AB3-201_Cgig
H2AB3-201,Emue_Em0007g209a.t1,49.438,89,45,0,21,109,46,312,9.35e-25,91.7,Emue,H2AB3-201_Emue
H2AB3-201,Gasp_gasp1.m3.3328.m1,48.352,91,47,0,19,109,40,312,5.22e-24,89.4,Gasp,H2AB3-201_Gasp
H2AB3-201,Gfas_gfas1.m1.2541.m1,48.352,91,47,0,19,109,40,312,5.21e-24,89,Gfas,H2AB3-201_Gfas
H2AB3-201,Hsal_ENA_GHBP01015790_GHBP01015790.1,48.315,89,46,0,21,109,103,369,2.04e-24,89.7,Hsal,H2AB3-201_Hsal
H2AB3-201,Kiwa_ENA_GBGI01021681_GBGI01021681.1,49.438,89,45,0,21,109,71,337,4.12e-24,90.1,Kiwa,H2AB3-201_Kiwa
H2AB3-201,Msqu_ENA_GHBR01005709_GHBR01005709.1,47.674,86,45,0,24,109,117,374,1.04e-22,85.1,Msqu,H2AB3-201_Msqu
H2AB3-201,Nvec_XM_001623180.2,49.438,89,45,0,21,109,61,327,2.49e-24,90.9,Nvec,H2AB3-201_Nvec
H2AB3-201,Pbac_AVPN01001317.1,49.451,91,46,0,19,109,11157,10885,3.99e-21,89,Pbac,H2AB3-201_Pbac
H2AB3-201,Pdam_Pocillopora_damicornis_6820,48.352,91,47,0,19,109,76,348,2.16e-24,89,Pdam,H2AB3-201_Pdam
H2AB3-201,Plut_plut2.m8.16524.m1,48.352,91,47,0,19,109,40,312,1.96e-23,89.4,Plut,H2AB3-201_Plut
H2AB3-201,Prus_24476_t,48.352,91,47,0,19,109,40,312,5.38e-24,89.4,Prus,H2AB3-201_Prus
H2AB3-201,Pver_TRINITY_DN29472_c0_g2_i1,48.352,91,47,0,19,109,338,66,4.52e-24,89.7,Pver,H2AB3-201_Pver
H2AB3-201,Spis_Stylophora_pistillata_3430,46.154,91,49,0,19,109,40,312,1.23e-23,87.8,Spis,H2AB3-201_Spis
H2AJ-201,Adig_Acropora_digitifera_15612,85.271,129,16,2,1,128,16,396,7.54e-73,213,Adig,H2AJ-201_Adig
H2AJ-201,Ahya_Acropora_hyacinthus_4631,85.271,129,16,2,1,128,1,381,4.06e-73,211,Ahya,H2AJ-201_Ahya
H2AJ-201,Amil_Acropora_millepora_12982,86.047,129,15,2,1,128,1,381,2.9e-73,214,Amil,H2AJ-201_Amil
H2AJ-201,Apal_XM_021041140.2,85.039,127,16,2,1,126,41,415,6.51e-71,211,Apal,H2AJ-201_Apal
