qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
ARID1A-201,Adig_Acropora_digitifera_12494,46.866,335,171,3,1954,2284,988,1983,3.47e-76,267,Adig,ARID1A-201_Adig
ARID1A-201,Amil_Acropora_millepora_1016,47.164,335,170,3,1954,2284,4765,5760,1.12e-73,274,Amil,ARID1A-201_Amil
ARID1A-201,Apal_XM_021058593.2,42.73,337,189,3,1950,2284,4303,5307,6.06e-53,207,Apal,ARID1A-201_Apal
ARID1A-201,Apoc_chromosome_10.3063_1,45.821,347,182,3,1943,2284,4219,5256,7.49e-73,271,Apoc,ARID1A-201_Apoc
ARID1A-201,Aque_XM_020002305.1,38.04,347,183,5,1956,2280,3485,4495,8.31e-53,206,Aque,ARID1A-201_Aque
ARID1A-201,Cgig_G17994.9,47.578,351,172,6,1943,2284,5524,6567,1.15e-74,279,Cgig,ARID1A-201_Cgig
ARID1A-201,Emue_Em0023g660a.t1,42.857,175,95,2,2112,2284,13,528,3.1e-25,105,Emue,ARID1A-201_Emue
ARID1A-201,Gasp_gasp1.m3.10755.m1,45.245,347,184,3,1943,2284,5107,6144,3.42e-72,270,Gasp,ARID1A-201_Gasp
ARID1A-201,Gfas_gfas1.m1.2467.m1,45.161,341,177,4,1951,2284,4554,5567,4.8e-72,269,Gfas,ARID1A-201_Gfas
ARID1A-201,Mcap_g28916,45.058,344,179,4,1948,2284,4747,5769,2e-71,268,Mcap,ARID1A-201_Mcap
ARID1A-201,Nvec_XM_032369810.1,42.857,343,193,2,1944,2284,5049,6074,3.73e-59,228,Nvec,ARID1A-201_Nvec
ARID1A-201,Pbac_AVPN01000802.1,33.046,348,203,8,1956,2280,28439,29461,1.77e-26,122,Pbac,ARID1A-201_Pbac
ARID1A-201,Pdam_Pocillopora_damicornis_5542,47.239,163,83,2,2087,2247,1,486,3.67e-34,128,Pdam,ARID1A-201_Pdam
ARID1A-201,Plut_plut2.m8.22560.m1,46.765,340,173,4,1951,2284,4950,5963,9.71e-71,265,Plut,ARID1A-201_Plut
ARID1A-201,Prus_18306_t,46.765,340,173,4,1951,2284,2475,3488,1.43e-71,264,Prus,ARID1A-201_Prus
ARID1A-201,Pver_TRINITY_DN4276_c0_g2_i1,46.11,347,181,3,1943,2284,5021,6058,1.52e-72,271,Pver,ARID1A-201_Pver
ARID1A-201,Spis_Stylophora_pistillata_20207,46.398,347,180,3,1943,2284,4825,5862,3.78e-73,272,Spis,ARID1A-201_Spis
ARID1B-220,Adig_Acropora_digitifera_12494,45.531,358,188,4,2020,2371,913,1983,3.88e-86,296,Adig,ARID1B-220_Adig
ARID1B-220,Ahya_Acropora_hyacinthus_10679,37.288,59,36,1,1191,1248,43,219,3.31e-7,48.1,Ahya,ARID1B-220_Ahya
ARID1B-220,Amil_Acropora_millepora_1016,45.33,364,192,4,2014,2371,4672,5760,1.83e-84,309,Amil,ARID1B-220_Amil
ARID1B-220,Apal_XM_021058593.2,39.378,386,228,4,1990,2371,4156,5307,1.41e-63,242,Apal,ARID1B-220_Apal
ARID1B-220,Apoc_chromosome_10.3063_1,41.604,399,218,4,1978,2371,4090,5256,2.54e-83,306,Apoc,ARID1B-220_Apoc
ARID1B-220,Aque_XM_020002305.1,41.379,348,180,4,2043,2372,3485,4510,9.83e-61,231,Aque,ARID1B-220_Aque
ARID1B-220,Cgig_G17994.9,44.413,349,186,4,2030,2371,5524,6567,6.01e-79,293,Cgig,ARID1B-220_Cgig
ARID1B-220,Emue_Em0023g660a.t1,38.764,178,100,2,2199,2372,13,531,3.66e-27,110,Emue,ARID1B-220_Emue
ARID1B-220,Gasp_gasp1.m3.10755.m1,44.957,347,185,3,2030,2371,5107,6144,2.93e-83,306,Gasp,ARID1B-220_Gasp
ARID1B-220,Gfas_gfas1.m1.2467.m1,45.906,342,173,6,2038,2371,4554,5567,1.23e-80,297,Gfas,ARID1B-220_Gfas
ARID1B-220,Hsal_ENA_GHBP01017304_GHBP01017304.1,32.911,79,44,2,1202,1275,148,372,3.89e-6,47.8,Hsal,ARID1B-220_Hsal
ARID1B-220,Mcap_g28916,41.163,430,231,7,1949,2371,4525,5769,5.91e-83,305,Mcap,ARID1B-220_Mcap
ARID1B-220,Nvec_XM_032369810.1,41.292,356,206,2,2018,2371,5010,6074,3.26e-67,255,Nvec,ARID1B-220_Nvec
ARID1B-220,Pbac_AVPN01000802.1,31.805,349,210,7,2043,2369,28439,29467,1.3e-38,162,Pbac,ARID1B-220_Pbac
ARID1B-220,Pdam_Pocillopora_damicornis_5542,46.012,163,85,2,2174,2334,1,486,3.19e-38,140,Pdam,ARID1B-220_Pdam
ARID1B-220,Plut_plut2.m8.22560.m1,42.752,407,214,7,1979,2371,4758,5963,2.59e-82,303,Plut,ARID1B-220_Plut
ARID1B-220,Prus_18306_t,42.998,407,213,7,1979,2371,2283,3488,6.11e-84,303,Prus,ARID1B-220_Prus
ARID1B-220,Pver_TRINITY_DN4276_c0_g2_i1,45.225,356,186,4,2021,2371,5003,6058,3.38e-82,303,Pver,ARID1B-220_Pver
ARID1B-220,Spis_Stylophora_pistillata_20207,45.787,356,184,4,2021,2371,4807,5862,2.69e-83,305,Spis,ARID1B-220_Spis
BARD1-201,Adig_Acropora_digitifera_9042,41.176,153,72,3,423,558,1024,1479,3.26e-22,100,Adig,BARD1-201_Adig
BARD1-201,Ahya_Acropora_hyacinthus_4033,36.522,115,71,2,431,544,202,543,2.36e-14,72.8,Ahya,BARD1-201_Ahya
BARD1-201,Amil_Acropora_millepora_10408,41.885,382,193,7,421,773,1276,2421,2.78e-90,301,Amil,BARD1-201_Amil
BARD1-201,Apal_XM_021050365.2,39.447,398,203,9,413,775,986,2170,3.61e-80,274,Apal,BARD1-201_Apal
BARD1-201,Apoc_chromosome_9.2704_1,43.411,387,188,6,421,776,1282,2442,2.41e-94,312,Apoc,BARD1-201_Apoc
BARD1-201,Aque_XM_019995636.1,33.333,375,213,11,423,773,497,1582,9.83e-49,181,Aque,BARD1-201_Aque
BARD1-201,Cgig_G31994.3,37.037,378,207,8,418,777,823,1917,6.37e-67,235,Cgig,BARD1-201_Cgig
BARD1-201,Emue_Em0004g1003a.t1,36.216,370,211,6,423,775,466,1551,8.71e-67,231,Emue,BARD1-201_Emue
BARD1-201,Gasp_gasp1.m3.13048.m1,39.405,269,108,4,421,634,1316,2122,1.47e-46,177,Gasp,BARD1-201_Gasp
BARD1-201,Gfas_gfas1.m1.11847.m1,37.349,166,73,4,421,582,1368,1784,4.91e-23,104,Gfas,BARD1-201_Gfas
BARD1-201,Hsal_ENA_GHBP01003472_GHBP01003472.1,37.815,119,72,2,432,548,471,827,6.8e-14,72.4,Hsal,BARD1-201_Hsal
BARD1-201,Kiwa_ENA_GBGI01005250_GBGI01005250.1,37.705,122,75,1,432,552,907,542,2.05e-12,69.7,Kiwa,BARD1-201_Kiwa
BARD1-201,Mcap_g13592,41.495,388,192,8,421,773,1168,2331,2.55e-89,298,Mcap,BARD1-201_Mcap
BARD1-201,Msqu_ENA_GHBR01000338_GHBR01000338.1,31.25,128,87,1,414,540,839,1222,3.31e-13,70.5,Msqu,BARD1-201_Msqu
BARD1-201,Nvec_XM_001640862.2,39.362,376,206,6,422,776,1218,2342,2.01e-83,287,Nvec,BARD1-201_Nvec
