qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
PPP1R10-201,Adig_Acropora_digitifera_14542,37.975,158,89,2,1,150,1,471,5.2e-21,98.2,Adig,PPP1R10-201_Adig
PPP1R10-201,Ahya_Acropora_hyacinthus_7028,37.363,91,49,1,1,83,1,273,9.81e-14,65.9,Ahya,PPP1R10-201_Ahya
PPP1R10-201,Amil_Acropora_millepora_2150,37.975,158,89,2,1,150,1,471,8.11e-21,98.2,Amil,PPP1R10-201_Amil
PPP1R10-201,Apal_XM_021059238.2,36.943,157,90,2,1,149,273,740,7.66e-21,99.8,Apal,PPP1R10-201_Apal
PPP1R10-201,Apoc_chromosome_13.4020_1,38.462,156,87,2,1,148,1,465,7.22e-21,99.4,Apoc,PPP1R10-201_Apoc
PPP1R10-201,Aque_XM_019996485.1,41.892,148,77,3,6,145,749,1189,1.03e-17,89,Aque,PPP1R10-201_Aque
PPP1R10-201,Cgig_G24631.2,45.517,145,78,1,5,149,7,438,1.33e-23,108,Cgig,PPP1R10-201_Cgig
PPP1R10-201,Gasp_gasp1.m3.30387.m1,38.415,164,85,2,1,148,338,829,7.53e-21,99.8,Gasp,PPP1R10-201_Gasp
PPP1R10-201,Gfas_gfas1.m1.7722.m1,39.103,156,86,2,1,148,414,878,6.12e-21,99.8,Gfas,PPP1R10-201_Gfas
PPP1R10-201,Mcap_g27150,39.744,156,85,2,1,148,1,465,7.55e-22,102,Mcap,PPP1R10-201_Mcap
PPP1R10-201,Nvec_XM_032386027.1,41.026,156,82,3,1,148,321,782,2.15e-19,95.5,Nvec,PPP1R10-201_Nvec
PPP1R10-201,Plut_plut2.m8.6800.m1,40.385,156,84,2,1,148,427,891,2.64e-22,104,Plut,PPP1R10-201_Plut
PPP1R10-201,Pver_TRINITY_DN7127_c0_g1_i1,42.105,152,79,2,7,150,309,761,1.73e-21,102,Pver,PPP1R10-201_Pver
PPP1R10-201,Spis_Stylophora_pistillata_14366,42.105,152,79,2,7,150,19,471,2.15e-21,99.8,Spis,PPP1R10-201_Spis
PPP1R11-205,Adig_Acropora_digitifera_7413,57.143,49,21,0,23,71,64,210,4.23e-11,55.5,Adig,PPP1R11-205_Adig
PPP1R11-205,Ahya_Acropora_hyacinthus_10480,43.421,76,41,1,23,96,97,324,2.51e-13,59.3,Ahya,PPP1R11-205_Ahya
PPP1R11-205,Amil_Acropora_millepora_4139,57.143,49,21,0,23,71,64,210,7.07e-11,55.5,Amil,PPP1R11-205_Amil
PPP1R11-205,Apal_XM_021043546.2,52.632,57,27,0,41,97,232,402,8.54e-12,61.2,Apal,PPP1R11-205_Apal
PPP1R11-205,Apoc_chromosome_7.271_1,55.102,49,22,0,23,71,64,210,2.73e-14,64.7,Apoc,PPP1R11-205_Apoc
PPP1R11-205,Aque_XM_003388497.3,54.762,42,18,1,27,67,106,231,7.18e-9,50.8,Aque,PPP1R11-205_Aque
PPP1R11-205,Cgig_G26775.4,65.116,43,15,0,28,70,79,207,1.76e-15,68.2,Cgig,PPP1R11-205_Cgig
PPP1R11-205,Emue_Em0016g245a.t1,37.374,99,61,1,1,99,1,294,4.23e-13,61.6,Emue,PPP1R11-205_Emue
PPP1R11-205,Gfas_gfas1.m1.9925.m1,45.714,70,37,1,1,70,102,308,9.96e-13,63.2,Gfas,PPP1R11-205_Gfas
PPP1R11-205,Hsal_ENA_GHBP01007877_GHBP01007877.1,47.5,40,21,0,29,68,87,206,1.02e-8,50.4,Hsal,PPP1R11-205_Hsal
PPP1R11-205,Kiwa_ENA_GBGI01000689_GBGI01000689.1,61.29,31,12,0,41,71,227,319,3.93e-9,50.4,Kiwa,PPP1R11-205_Kiwa
PPP1R11-205,Mcap_g32309,53.061,49,23,0,23,71,64,210,1.11e-9,53.1,Mcap,PPP1R11-205_Mcap
PPP1R11-205,Pbac_AVPN01004535.1,48.837,43,21,1,30,71,1844,1972,1.06e-7,50.8,Pbac,PPP1R11-205_Pbac
PPP1R11-205,Pdam_Pocillopora_damicornis_4966,41.667,96,55,1,1,96,28,312,8.72e-12,56.6,Pdam,PPP1R11-205_Pdam
PPP1R11-205,Plut_plut2.m8.9540.m1,61.29,31,12,0,41,71,210,302,2.53e-8,50.1,Plut,PPP1R11-205_Plut
PPP1R11-205,Pver_TRINITY_DN71248_c0_g1_i1,41.667,96,55,1,1,96,43,327,3.21e-10,57,Pver,PPP1R11-205_Pver
PPP1R11-205,Spis_Stylophora_pistillata_8016,54.054,74,34,0,23,96,88,309,1.31e-14,65.1,Spis,PPP1R11-205_Spis
PPP1R12A-203,Adig_Acropora_digitifera_14191,56.446,287,124,1,2,288,34,891,6.54e-96,323,Adig,PPP1R12A-203_Adig
PPP1R12A-203,Ahya_Acropora_hyacinthus_4033,39.51,286,146,6,6,274,76,903,1.23e-53,189,Ahya,PPP1R12A-203_Ahya
PPP1R12A-203,Amil_Acropora_millepora_2713,56.446,287,124,1,2,288,34,891,9.69e-96,323,Amil,PPP1R12A-203_Amil
PPP1R12A-203,Apal_XR_003696033.1,58.503,294,114,2,2,288,23,901,1.45e-101,342,Apal,PPP1R12A-203_Apal
PPP1R12A-203,Apoc_chromosome_14.5404_1,39.799,299,152,8,6,286,76,942,2.11e-53,200,Apoc,PPP1R12A-203_Apoc
PPP1R12A-203,Aque_XM_011411604.2,36.237,287,172,6,6,284,190,1041,5.12e-51,191,Aque,PPP1R12A-203_Aque
PPP1R12A-203,Cgig_G20178.1,39.175,291,157,6,2,274,64,930,1.02e-54,204,Cgig,PPP1R12A-203_Cgig
PPP1R12A-203,Emue_Em0021g238a.t1,46.104,308,142,7,2,290,1471,2379,1.79e-67,248,Emue,PPP1R12A-203_Emue
PPP1R12A-203,Gasp_gasp1.m3.10335.m1,37.946,224,117,5,76,286,52,696,6.22e-36,147,Gasp,PPP1R12A-203_Gasp
PPP1R12A-203,Gfas_gfas1.m1.13703.m1,56.098,287,125,1,2,288,75,932,3.11e-98,325,Gfas,PPP1R12A-203_Gfas
PPP1R12A-203,Hsal_ENA_GHBP01002618_GHBP01002618.1,46.667,210,111,1,9,218,113,739,3.89e-65,197,Hsal,PPP1R12A-203_Hsal
PPP1R12A-203,Kiwa_ENA_GBGI01005693_GBGI01005693.1,42.321,293,166,3,5,295,2067,1192,1.1e-71,253,Kiwa,PPP1R12A-203_Kiwa
PPP1R12A-203,Mcap_g34648,40.69,290,162,6,6,286,76,942,5.4e-53,199,Mcap,PPP1R12A-203_Mcap
PPP1R12A-203,Msqu_ENA_GHBR01000631_GHBR01000631.1,45.259,232,126,1,41,272,4,696,5.39e-58,204,Msqu,PPP1R12A-203_Msqu
PPP1R12A-203,Nvec_XM_032385331.1,55.116,303,133,2,2,304,71,970,7.69e-95,331,Nvec,PPP1R12A-203_Nvec
PPP1R12A-203,Pbac_AVPN01000696.1,28.808,302,175,7,1,272,17314,18189,2.03e-21,103,Pbac,PPP1R12A-203_Pbac
PPP1R12A-203,Pdam_Pocillopora_damicornis_9877,30.131,229,130,5,42,268,4,606,3.47e-15,75.9,Pdam,PPP1R12A-203_Pdam
PPP1R12A-203,Plut_plut2.m8.15006.m1,38.225,293,165,6,6,286,258,1124,1.05e-48,189,Plut,PPP1R12A-203_Plut
PPP1R12A-203,Prus_29377_t,39.249,293,162,6,6,286,76,942,1.45e-51,195,Prus,PPP1R12A-203_Prus
PPP1R12A-203,Pver_TRINITY_DN7118_c0_g1_i1,39.456,294,160,7,6,286,258,1124,2.08e-45,179,Pver,PPP1R12A-203_Pver
PPP1R12A-203,Spis_Stylophora_pistillata_7309,39.456,294,160,7,6,286,76,942,5.99e-47,180,Spis,PPP1R12A-203_Spis
PPP1R12B-216,Adig_Acropora_digitifera_14191,48.235,340,159,4,8,340,19,1008,1.78e-97,326,Adig,PPP1R12B-216_Adig
PPP1R12B-216,Ahya_Acropora_hyacinthus_4033,39.86,286,162,5,11,292,64,903,4.72e-62,213,Ahya,PPP1R12B-216_Ahya
PPP1R12B-216,Amil_Acropora_millepora_2713,47.941,340,160,4,8,340,19,1008,1.14e-96,324,Amil,PPP1R12B-216_Amil
PPP1R12B-216,Apal_XM_021058628.2,53.512,299,129,2,8,306,33,899,2.29e-99,338,Apal,PPP1R12B-216_Apal
PPP1R12B-216,Apoc_chromosome_12.3010_1,48.529,340,158,4,8,340,22,1011,3.08e-96,325,Apoc,PPP1R12B-216_Apoc
PPP1R12B-216,Aque_XM_011411604.2,35.473,296,177,6,1,291,145,1005,3.38e-51,192,Aque,PPP1R12B-216_Aque
PPP1R12B-216,Cgig_G20178.1,36.102,313,183,7,1,303,31,948,8.66e-56,207,Cgig,PPP1R12B-216_Cgig
PPP1R12B-216,Emue_Em0021g238a.t1,40.653,337,171,7,1,318,1429,2409,1.54e-60,226,Emue,PPP1R12B-216_Emue
PPP1R12B-216,Gasp_gasp1.m3.10335.m1,35.366,246,129,6,94,333,52,717,1.77e-37,152,Gasp,PPP1R12B-216_Gasp
PPP1R12B-216,Gfas_gfas1.m1.13703.m1,49.846,325,147,5,8,330,60,992,7.48e-100,328,Gfas,PPP1R12B-216_Gfas
PPP1R12B-216,Hsal_ENA_GHBP01002618_GHBP01002618.1,42.035,226,121,3,11,236,92,739,2.86e-60,196,Hsal,PPP1R12B-216_Hsal
PPP1R12B-216,Kiwa_ENA_GBGI01016450_GBGI01016450.1,22.029,345,176,7,21,290,76,1056,1.6e-12,71.2,Kiwa,PPP1R12B-216_Kiwa
PPP1R12B-216,Mcap_g38388,53.488,301,128,4,8,306,19,891,5.04e-99,333,Mcap,PPP1R12B-216_Mcap
PPP1R12B-216,Msqu_ENA_GHBR01000631_GHBR01000631.1,43.534,232,130,1,59,290,4,696,6.57e-57,200,Msqu,PPP1R12B-216_Msqu
