qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
Oga-201,Ahya_Acropora_hyacinthus_3045,33.628,113,72,3,801,911,1,336,4.92e-13,64.3,Ahya,Oga-201_Ahya
Oga-201,Amil_Acropora_millepora_5781,40.043,924,421,18,60,916,118,2691,0,630,Amil,Oga-201_Amil
Oga-201,Apal_XM_021051864.2,48.456,421,180,4,59,443,208,1467,2.07e-117,388,Apal,Oga-201_Apal
Oga-201,Apoc_chromosome_12.1897_1,40.887,406,218,8,530,916,871,2079,8.17e-85,287,Apoc,Oga-201_Apoc
Oga-201,Aque_XM_020001357.1,37.923,915,409,19,60,916,88,2529,0,551,Aque,Oga-201_Aque
Oga-201,Cgig_G16618.17,41.741,896,441,14,58,916,40,2595,0,700,Cgig,Oga-201_Cgig
Oga-201,Emue_Em0008g1261a.t1,36.034,358,208,9,552,895,670,1722,2.72e-67,236,Emue,Oga-201_Emue
Oga-201,Gasp_gasp1.m3.30146.m1,38.928,858,401,18,122,916,1300,3693,1.1e-177,551,Gasp,Oga-201_Gasp
Oga-201,Gfas_gfas1.m1.19219.m1,43.292,723,300,14,60,732,137,2125,1.38e-178,534,Gfas,Oga-201_Gfas
Oga-201,Hsal_ENA_GHBP01000457_GHBP01000457.1,48.241,199,103,0,58,256,1175,1771,2.82e-59,212,Hsal,Oga-201_Hsal
Oga-201,Mcap_g36526,38.107,412,233,8,524,916,1261,2487,1.39e-76,268,Mcap,Oga-201_Mcap
Oga-201,Msqu_ENA_GHBR01000351_GHBR01000351.1,47.955,269,140,0,63,331,151,957,1.2e-88,289,Msqu,Oga-201_Msqu
Oga-201,Nvec_XM_032364643.1,39.451,910,430,18,58,916,182,2701,0,642,Nvec,Oga-201_Nvec
Oga-201,Pbac_AVPN01000376.1,45,60,23,2,552,611,26525,26376,1.06e-7,58.5,Pbac,Oga-201_Pbac
Oga-201,Pdam_Pocillopora_damicornis_8779,41.304,230,129,4,675,899,10,696,1.95e-50,176,Pdam,Oga-201_Pdam
Oga-201,Plut_plut2.m8.12310.m1,43.08,448,166,6,60,419,154,1494,3.83e-107,363,Plut,Oga-201_Plut
Oga-201,Prus_Prusg14465.t1,42.5,200,71,4,251,406,139,738,4.33e-39,152,Prus,Oga-201_Prus
Oga-201,Pver_TRINITY_DN5022_c0_g1_i3,35.414,737,344,16,248,916,873,2891,7.98e-125,406,Pver,Oga-201_Pver
Oga-201,Spis_Stylophora_pistillata_17566,33.108,592,311,12,346,916,148,1731,2.51e-89,295,Spis,Oga-201_Spis
Ogt-201,Adig_Acropora_digitifera_10548,80.317,315,62,0,401,715,1,945,0,564,Adig,Ogt-201_Adig
Ogt-201,Ahya_Acropora_hyacinthus_6187,85.714,154,22,0,24,177,124,585,4.17e-89,282,Ahya,Ogt-201_Ahya
Ogt-201,Amil_Acropora_millepora_1526,80.317,315,62,0,401,715,1,945,0,562,Amil,Ogt-201_Amil
Ogt-201,Apal_XM_021058354.2,72.498,1029,206,7,24,1035,164,3070,0,1541,Apal,Ogt-201_Apal
Ogt-201,Apoc_chromosome_6.611_1,85.116,692,103,0,24,715,55,2130,0,1269,Apoc,Ogt-201_Apoc
Ogt-201,Aque_XM_003386886.3,69.009,1039,284,6,24,1036,577,3657,0,1487,Aque,Ogt-201_Aque
Ogt-201,Cgig_G24503.16,76.989,1043,215,7,4,1037,7,3087,0,1664,Cgig,Ogt-201_Cgig
Ogt-201,Emue_Em0022g648a.t1,68.066,1024,292,4,24,1037,97,3093,0,1451,Emue,Ogt-201_Emue
Ogt-201,Gasp_gasp1.m3.421.m1,85.116,692,103,0,24,715,486,2561,0,1272,Gasp,Ogt-201_Gasp
Ogt-201,Gfas_gfas1.m1.14790.m1,70.814,860,207,7,177,1036,2034,4481,0,1250,Gfas,Ogt-201_Gfas
Ogt-201,Hsal_ENA_GHBP01003577_GHBP01003577.1,56.41,312,136,0,294,605,3,938,9.33e-127,387,Hsal,Ogt-201_Hsal
Ogt-201,Kiwa_ENA_GBGI01021732_GBGI01021732.1,20.332,482,326,10,27,472,2547,1168,3.56e-10,63.9,Kiwa,Ogt-201_Kiwa
Ogt-201,Mcap_g57432,85.405,692,101,0,24,715,40,2115,0,1271,Mcap,Ogt-201_Mcap
Ogt-201,Msqu_ENA_GHBR01000175_GHBR01000175.1,47.266,512,229,6,536,1046,197,1612,2.88e-160,483,Msqu,Ogt-201_Msqu
Ogt-201,Nvec_XM_032364010.1,72.71,1026,209,6,24,1036,167,3070,0,1536,Nvec,Ogt-201_Nvec
Ogt-201,Pbac_AVPN01001313.1,46.829,205,22,2,309,426,13859,14473,3.28e-39,161,Pbac,Ogt-201_Pbac
Ogt-201,Pdam_Pocillopora_damicornis_1040,70.642,218,64,0,819,1036,610,1263,3.22e-107,339,Pdam,Ogt-201_Pdam
Ogt-201,Plut_plut2.m8.21119.m1,67.227,714,217,2,23,729,506,2617,0,976,Plut,Ogt-201_Plut
Ogt-201,Prus_28891_t,82.542,716,118,1,21,729,97,2244,0,1268,Prus,Ogt-201_Prus
Ogt-201,Pver_TRINITY_DN1341_c0_g1_i21,73.086,810,174,7,177,986,3018,5315,0,1210,Pver,Ogt-201_Pver
Ogt-201,Spis_Stylophora_pistillata_19845,31.362,389,262,4,72,460,1429,2580,3.85e-37,150,Spis,Ogt-201_Spis
