qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
TDG-202,Amil_Acropora_millepora_15099,54.04,198,84,2,103,300,157,729,2.7e-70,222,Amil,TDG-202_Amil
TDG-202,Apal_XM_028662810.1,34.975,203,80,3,105,305,141,599,2.3e-32,124,Apal,TDG-202_Apal
TDG-202,Apoc_chromosome_2.791_1,52.02,198,88,1,103,300,157,729,3.35e-67,214,Apoc,TDG-202_Apoc
TDG-202,Aque_XM_011408036.2,47.12,191,93,2,110,300,130,678,3.89e-53,181,Aque,TDG-202_Aque
TDG-202,Cgig_G30531.1,59.641,223,81,4,98,319,340,984,8.68e-79,258,Cgig,TDG-202_Cgig
TDG-202,Emue_Em0001g1750a.t1,33.094,139,60,2,162,300,97,414,9.64e-21,89.7,Emue,TDG-202_Emue
TDG-202,Gasp_gasp1.m3.9607.m1,43.077,130,65,2,103,232,145,507,1.26e-25,102,Gasp,TDG-202_Gasp
TDG-202,Gfas_gfas1.m1.9368.m1,37.5,72,39,1,229,300,199,396,1.05e-8,54.3,Gfas,TDG-202_Gfas
TDG-202,Mcap_g8606,53.988,163,68,2,103,265,145,612,2.25e-54,179,Mcap,TDG-202_Mcap
TDG-202,Nvec_XM_001634572.2,50,196,90,2,105,300,190,753,5.73e-57,199,Nvec,TDG-202_Nvec
TDG-202,Plut_plut2.m8.16568.m1,53.769,199,85,2,103,301,196,771,3.33e-65,218,Plut,TDG-202_Plut
TDG-202,Pver_TRINITY_DN40051_c0_g1_i1,51.515,198,88,2,103,300,215,784,1.11e-59,203,Pver,TDG-202_Pver
TDG-202,Spis_Stylophora_pistillata_13371,52.02,198,87,2,103,300,190,759,1.38e-63,204,Spis,TDG-202_Spis
