qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
Prmt1-202,Adig_Acropora_digitifera_11729,34.603,315,193,8,53,357,397,1332,2.34e-49,174,Adig,Prmt1-202_Adig
Prmt1-202,Ahya_Acropora_hyacinthus_11755,31.683,101,69,0,187,287,1,303,9.05e-19,78.2,Ahya,Prmt1-202_Ahya
Prmt1-202,Amil_Acropora_millepora_8209,66.574,359,115,1,13,371,73,1134,1.42e-173,488,Amil,Prmt1-202_Amil
Prmt1-202,Apal_XM_021039311.2,49.688,320,160,1,39,357,496,1455,6.07e-94,294,Apal,Prmt1-202_Apal
Prmt1-202,Apoc_chromosome_5.2472_1,65.289,363,116,2,19,371,1795,2883,7.45e-165,486,Apoc,Prmt1-202_Apoc
Prmt1-202,Aque_XM_003384893.3,64.412,340,118,1,35,371,119,1138,6.66e-156,443,Aque,Prmt1-202_Aque
Prmt1-202,Cgig_G3773.7,71.143,350,91,3,32,371,34,1083,1.47e-176,496,Cgig,Prmt1-202_Cgig
Prmt1-202,Emue_Em0003g381a.t1,67.327,303,98,1,43,344,73,981,8.63e-150,426,Emue,Prmt1-202_Emue
Prmt1-202,Gasp_gasp1.m3.6273.m1,67.049,349,111,2,23,371,157,1191,2.51e-167,478,Gasp,Prmt1-202_Gasp
Prmt1-202,Gfas_gfas1.m1.18620.m1,62.735,373,118,2,13,371,103,1200,2.98e-162,469,Gfas,Prmt1-202_Gfas
Prmt1-202,Hsal_ENA_GHBP01004172_GHBP01004172.1,46.559,247,130,2,114,358,56,796,3.02e-66,211,Hsal,Prmt1-202_Hsal
Prmt1-202,Kiwa_ENA_GBGI01006412_GBGI01006412.1,33.766,308,180,6,53,344,914,15,4.77e-45,161,Kiwa,Prmt1-202_Kiwa
Prmt1-202,Mcap_g48639,62.834,374,117,4,20,371,43,1164,2.23e-164,466,Mcap,Prmt1-202_Mcap
Prmt1-202,Msqu_ENA_GHBR01000576_GHBR01000576.1,31.563,339,198,9,25,347,238,1200,3.51e-47,164,Msqu,Prmt1-202_Msqu
Prmt1-202,Nvec_XM_001639624.2,72.647,340,93,0,32,371,215,1234,9.26e-173,500,Nvec,Prmt1-202_Nvec
Prmt1-202,Pbac_AVPN01001282.1,39.865,296,176,2,51,345,13042,12158,2.21e-65,226,Pbac,Prmt1-202_Pbac
Prmt1-202,Pdam_Pocillopora_damicornis_3922,67.582,182,59,0,190,371,1,546,4.5e-95,280,Pdam,Prmt1-202_Pdam
Prmt1-202,Plut_plut2.m8.23276.m1,49.524,315,155,2,53,363,634,1578,7.77e-95,293,Plut,Prmt1-202_Plut
Prmt1-202,Prus_Prusg14019.t1,25.987,304,179,12,53,317,364,1254,6.58e-12,67.4,Prus,Prmt1-202_Prus
Prmt1-202,Pver_TRINITY_DN22374_c0_g1_i1,68.208,346,107,1,29,371,136,1173,2.35e-168,489,Pver,Prmt1-202_Pver
Prmt1-202,Spis_Stylophora_pistillata_21532,48.071,337,171,2,28,360,541,1551,5.38e-99,303,Spis,Prmt1-202_Spis
Prmt2-203,Adig_Acropora_digitifera_2791,32.059,340,190,7,114,452,178,1077,4.76e-61,203,Adig,Prmt2-203_Adig
Prmt2-203,Ahya_Acropora_hyacinthus_11755,25.714,105,72,2,250,354,7,303,5.95e-6,42.4,Ahya,Prmt2-203_Ahya
Prmt2-203,Amil_Acropora_millepora_13437,43.28,439,212,6,44,475,145,1371,1.95e-125,372,Amil,Prmt2-203_Amil
Prmt2-203,Apal_XM_021039311.2,30.811,370,213,8,90,455,457,1449,1.37e-52,188,Apal,Prmt2-203_Apal
Prmt2-203,Apoc_chromosome_10.872_1,43.537,441,208,6,44,475,28,1254,1.25e-125,372,Apoc,Prmt2-203_Apoc
Prmt2-203,Aque_XM_019999745.1,42.529,435,212,6,47,475,75,1283,4.06e-111,338,Aque,Prmt2-203_Aque
Prmt2-203,Cgig_G4929.5,36.676,349,192,5,108,451,7,981,2.42e-65,217,Cgig,Prmt2-203_Cgig
Prmt2-203,Emue_Em0003g381a.t1,32.047,337,187,8,106,440,79,969,3.63e-53,182,Emue,Prmt2-203_Emue
Prmt2-203,Gasp_gasp1.m3.5532.m1,44.318,440,207,6,44,475,16,1245,3.21e-124,368,Gasp,Prmt2-203_Gasp
