qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,spp,group
Baz2a-201,Adig_Acropora_digitifera_13777,38.308,201,113,6,805,1000,7,591,4.38e-26,116,Adig,Baz2a-201_Adig
Baz2a-201,Ahya_Acropora_hyacinthus_6354,35.849,106,63,2,533,636,79,387,1.01e-18,84.7,Ahya,Baz2a-201_Ahya
Baz2a-201,Amil_Acropora_millepora_942,30.056,712,363,27,1074,1708,3553,5514,7.03e-65,244,Amil,Baz2a-201_Amil
Baz2a-201,Apal_XM_021040954.1,32.035,231,105,7,1655,1879,1953,2507,1.27e-23,110,Apal,Baz2a-201_Apal
Baz2a-201,Apoc_chromosome_9.100_1,29.581,906,489,26,1074,1879,3438,6008,2.29e-91,331,Apoc,Baz2a-201_Apoc
Baz2a-201,Aque_XM_019995031.1,35.385,390,201,7,1501,1879,6490,7539,9.62e-59,225,Aque,Baz2a-201_Aque
Baz2a-201,Cgig_G6229.3,33.413,416,216,6,1511,1879,5365,6570,2.82e-65,248,Cgig,Baz2a-201_Cgig
Baz2a-201,Emue_Em0019g197a.t1,27.714,350,201,11,1414,1735,3055,4032,1.34e-21,103,Emue,Baz2a-201_Emue
Baz2a-201,Gasp_gasp1.m1b.9410.m1,31,300,146,10,1399,1661,4693,5520,3.98e-28,125,Gasp,Baz2a-201_Gasp
Baz2a-201,Gfas_gfas1.m1.4720.m1,30.755,556,261,12,1399,1879,5112,6632,5.64e-69,258,Gfas,Baz2a-201_Gfas
Baz2a-201,Hsal_ENA_GHBP01005816_GHBP01005816.1,33.673,98,64,1,1782,1879,409,699,2.7e-15,77,Hsal,Baz2a-201_Hsal
Baz2a-201,Kiwa_ENA_GBGI01015853_GBGI01015853.1,38.462,104,54,3,1786,1887,437,724,2.01e-12,72.4,Kiwa,Baz2a-201_Kiwa
Baz2a-201,Mcap_g25181,33.718,347,160,9,1399,1708,4654,5595,1.39e-51,202,Mcap,Baz2a-201_Mcap
Baz2a-201,Msqu_ENA_GHBR01001216_GHBR01001216.1,32.653,98,62,1,1785,1878,185,478,4.56e-9,58.2,Msqu,Baz2a-201_Msqu
Baz2a-201,Nvec_XM_032386724.1,41.071,224,126,4,779,1000,3781,4440,3.08e-35,149,Nvec,Baz2a-201_Nvec
Baz2a-201,Pbac_AVPN01000368.1,29.615,260,160,2,1620,1879,36762,36052,4.82e-32,140,Pbac,Baz2a-201_Pbac
Baz2a-201,Pdam_Pocillopora_damicornis_7184,53,100,47,0,1780,1879,163,462,1.82e-29,114,Pdam,Baz2a-201_Pdam
Baz2a-201,Plut_plut2.m8.18546.m1,28.092,954,434,29,1074,1879,4313,6862,1.77e-84,310,Plut,Baz2a-201_Plut
Baz2a-201,Prus_12151_t,28.631,482,214,9,1442,1860,3007,4251,3e-45,181,Prus,Baz2a-201_Prus
Baz2a-201,Pver_TRINITY_DN492_c0_g1_i1,29.982,557,269,11,1399,1879,5142,6677,1.31e-67,254,Pver,Baz2a-201_Pver
Baz2a-201,Spis_Stylophora_pistillata_8360,36.538,104,66,0,1780,1883,4810,5121,3.12e-15,81.6,Spis,Baz2a-201_Spis
Baz2b-201,Adig_Acropora_digitifera_13777,44.512,328,143,8,1627,1939,1960,2871,6.47e-60,226,Adig,Baz2b-201_Adig
Baz2b-201,Ahya_Acropora_hyacinthus_7816,35.897,117,73,2,2001,2115,1,351,3.77e-15,71.6,Ahya,Baz2b-201_Ahya
Baz2b-201,Amil_Acropora_millepora_942,40.577,520,263,13,686,1179,1750,3249,5.58e-53,206,Amil,Baz2b-201_Amil
Baz2b-201,Apal_XM_021044034.2,40.763,498,280,8,691,1179,4,1479,3.49e-64,235,Apal,Baz2b-201_Apal
Baz2b-201,Apoc_chromosome_9.100_1,43.465,329,144,7,1627,1939,4527,5435,1.19e-59,229,Apoc,Baz2b-201_Apoc
